name	state	zscore_1_65
Cherokee County	South Carolina	"{""in_manufacturing"": ""{county:24.0|state:13.4|us:10.0}""}"
Chester County	South Carolina	"{""race_black"": ""{county:36.8|state:26.4|us:12.6}"", ""job_prod_transpo"": ""{county:26.8|state:15.7|us:13.1}"", ""ancestry_american"": ""{county:21.7|state:10.2|us:5.9}"", ""ancestry_scottish_irish"": ""{county:3.0|state:2.2|us:0.9}"", ""ancestry_subsaharan_african"": ""{county:11.3|state:1.0|us:1.2}""}"
Chesterfield County	South Carolina	"{""edu_9_12"": ""{county:15.7|state:8.0|us:6.6}"", ""units_mobile"": ""{county:35.7|state:15.8|us:6.0}"", ""in_manufacturing"": ""{county:29.0|state:13.4|us:10.0}"", ""job_prod_transpo"": ""{county:28.8|state:15.7|us:13.1}""}"
Clarendon County	South Carolina	"{""edu_9_12"": ""{county:14.1|state:8.0|us:6.6}"", ""race_black"": ""{county:46.7|state:26.4|us:12.6}"", ""unemployed"": ""{county:5.6|state:3.3|us:3.4}"", ""units_mobile"": ""{county:38.8|state:15.8|us:6.0}"", ""built_1980_1989"": ""{county:24.6|state:15.7|us:13.4}"", ""built_1990_1999"": ""{county:25.0|state:19.1|us:13.9}"", ""ancestry_scottish_irish"": ""{county:2.7|state:2.2|us:0.9}""}"
Colleton County	South Carolina	"{""rooms_6"": ""{county:27.8|state:19.4|us:17.8}"", ""race_black"": ""{county:38.2|state:26.4|us:12.6}"", ""grapi_25_29"": ""{county:22.4|state:11.2|us:11.6}"", ""units_mobile"": ""{county:40.5|state:15.8|us:6.0}"", ""built_1990_1999"": ""{county:24.4|state:19.1|us:13.9}"", ""in_construction"": ""{county:12.0|state:6.9|us:6.7}"", ""income_25000_34999"": ""{county:18.8|state:10.2|us:8.6}""}"
Darlington County	South Carolina	"{""race_black"": ""{county:40.9|state:26.4|us:12.6}"", ""units_mobile"": ""{county:30.1|state:15.8|us:6.0}"", ""income_15000_24999"": ""{county:17.6|state:9.9|us:8.5}"", ""ancestry_scottish_irish"": ""{county:2.9|state:2.2|us:0.9}""}"
Dillon County	South Carolina	"{""edu_9_12"": ""{county:14.0|state:8.0|us:6.6}"", ""in_retail"": ""{county:18.1|state:11.8|us:11.0}"", ""race_black"": ""{county:47.8|state:26.4|us:12.6}"", ""units_mobile"": ""{county:33.2|state:15.8|us:6.0}"", ""grapi_35_more"": ""{county:51.7|state:40.3|us:40.0}""}"
Dorchester County	South Carolina	"{""rent_1000_1499"": ""{county:48.0|state:29.9|us:30.2}"", ""built_2000_2009"": ""{county:27.9|state:18.8|us:13.6}"", ""built_2010_2013"": ""{county:5.7|state:4.0|us:2.7}"", ""built_2014_later"": ""{county:6.5|state:5.9|us:3.5}"", ""value_200000_299999"": ""{county:31.7|state:19.2|us:20.0}""}"
Edgefield County	South Carolina	"{""race_black"": ""{county:35.0|state:26.4|us:12.6}"", ""grapi_35_more"": ""{county:51.7|state:40.3|us:40.0}""}"
Fairfield County	South Carolina	"{""age_60_64"": ""{county:10.6|state:6.6|us:6.2}"", ""race_black"": ""{county:57.5|state:26.4|us:12.6}"", ""grapi_35_more"": ""{county:52.9|state:40.3|us:40.0}"", ""in_professional"": ""{county:13.3|state:10.5|us:11.7}"", ""ancestry_scottish_irish"": ""{county:2.9|state:2.2|us:0.9}"", ""ancestry_subsaharan_african"": ""{county:6.7|state:1.0|us:1.2}""}"
Florence County	South Carolina	"{""race_black"": ""{county:42.8|state:26.4|us:12.6}"", ""ancestry_scottish_irish"": ""{county:2.6|state:2.2|us:0.9}""}"
Georgetown County	South Carolina	"{""age_65_74"": ""{county:17.1|state:10.8|us:9.4}"", ""age_62_over"": ""{county:33.4|state:21.6|us:19.6}"", ""age_65_over"": ""{county:27.8|state:17.7|us:16.0}"", ""ancestry_greek"": ""{county:1.1|state:0.3|us:0.4}"", ""built_1990_1999"": ""{county:24.8|state:19.1|us:13.9}""}"
Greenville County	South Carolina	"{""built_2014_later"": ""{county:7.4|state:5.9|us:3.5}"", ""ancestry_scottish_irish"": ""{county:3.1|state:2.2|us:0.9}""}"
Greenwood County	South Carolina	"{""units_5_9"": ""{county:7.3|state:4.2|us:4.6}"", ""ancestry_scottish_irish"": ""{county:2.9|state:2.2|us:0.9}""}"
Hampton County	South Carolina	"{""race_black"": ""{county:52.6|state:26.4|us:12.6}"", ""grapi_25_29"": ""{county:22.9|state:11.2|us:11.6}"", ""units_mobile"": ""{county:36.3|state:15.8|us:6.0}"", ""built_1990_1999"": ""{county:26.4|state:19.1|us:13.9}"", ""value_50000_less"": ""{county:32.5|state:10.7|us:6.6}"", ""income_25000_34999"": ""{county:18.2|state:10.2|us:8.6}""}"
Horry County	South Carolina	"{""age_65_74"": ""{county:15.9|state:10.8|us:9.4}"", ""in_retail"": ""{county:16.2|state:11.8|us:11.0}"", ""job_sales"": ""{county:26.0|state:22.0|us:21.3}"", ""units_5_9"": ""{county:6.3|state:4.2|us:4.6}"", ""units_10_19"": ""{county:6.8|state:3.2|us:4.3}"", ""in_arts_food"": ""{county:19.8|state:10.0|us:9.4}"", ""units_20_more"": ""{county:15.8|state:5.2|us:9.4}"", ""built_1980_1989"": ""{county:22.8|state:15.7|us:13.4}"", ""built_2000_2009"": ""{county:25.5|state:18.8|us:13.6}"", ""built_2014_later"": ""{county:8.0|state:5.9|us:3.5}""}"
Jasper County	South Carolina	"{""in_retail"": ""{county:17.6|state:11.8|us:11.0}"", ""job_sales"": ""{county:25.5|state:22.0|us:21.3}"", ""race_black"": ""{county:40.7|state:26.4|us:12.6}"", ""grapi_30_34"": ""{county:17.4|state:9.1|us:9.1}"", ""job_service"": ""{county:25.1|state:17.5|us:17.4}"", ""units_mobile"": ""{county:29.5|state:15.8|us:6.0}"", ""rent_1000_1499"": ""{county:46.2|state:29.9|us:30.2}"", ""built_2010_2013"": ""{county:8.9|state:4.0|us:2.7}"", ""in_construction"": ""{county:12.0|state:6.9|us:6.7}"", ""built_2014_later"": ""{county:11.5|state:5.9|us:3.5}""}"
Kershaw County	South Carolina	
Lancaster County	South Carolina	"{""in_finance"": ""{county:9.0|state:5.7|us:6.6}"", ""built_2000_2009"": ""{county:23.8|state:18.8|us:13.6}"", ""built_2010_2013"": ""{county:8.2|state:4.0|us:2.7}"", ""built_2014_later"": ""{county:12.1|state:5.9|us:3.5}"", ""ancestry_scottish_irish"": ""{county:2.7|state:2.2|us:0.9}""}"
Laurens County	South Carolina	"{""units_mobile"": ""{county:30.1|state:15.8|us:6.0}"", ""ancestry_scottish_irish"": ""{county:2.7|state:2.2|us:0.9}""}"
Lee County	South Carolina	"{""race_black"": ""{county:64.0|state:26.4|us:12.6}"", ""units_mobile"": ""{county:30.0|state:15.8|us:6.0}"", ""grapi_35_more"": ""{county:52.8|state:40.3|us:40.0}"", ""built_1980_1989"": ""{county:21.4|state:15.7|us:13.4}"", ""job_prod_transpo"": ""{county:27.3|state:15.7|us:13.1}"", ""income_10000_14999"": ""{county:11.0|state:4.8|us:4.1}""}"
Lexington County	South Carolina	"{""built_2014_later"": ""{county:6.5|state:5.9|us:3.5}"", ""ancestry_scottish_irish"": ""{county:2.7|state:2.2|us:0.9}""}"
Marion County	South Carolina	"{""rooms_1"": ""{county:5.2|state:1.5|us:2.3}"", ""rooms_6"": ""{county:25.4|state:19.4|us:17.8}"", ""edu_9_12"": ""{county:14.5|state:8.0|us:6.6}"", ""race_black"": ""{county:56.9|state:26.4|us:12.6}"", ""units_mobile"": ""{county:32.1|state:15.8|us:6.0}"", ""built_1980_1989"": ""{county:21.0|state:15.7|us:13.4}"", ""job_prod_transpo"": ""{county:28.6|state:15.7|us:13.1}"", ""income_10000_less"": ""{county:16.6|state:7.4|us:5.8}""}"
Marlboro County	South Carolina	"{""edu_9_12"": ""{county:14.9|state:8.0|us:6.6}"", ""race_black"": ""{county:50.1|state:26.4|us:12.6}"", ""units_mobile"": ""{county:29.6|state:15.8|us:6.0}"", ""in_manufacturing"": ""{county:26.4|state:13.4|us:10.0}"", ""value_50000_less"": ""{county:31.7|state:10.7|us:6.6}"", ""income_10000_less"": ""{county:17.1|state:7.4|us:5.8}""}"
McCormick County	South Carolina	"{""age_60_64"": ""{county:10.2|state:6.6|us:6.2}"", ""age_65_74"": ""{county:21.9|state:10.8|us:9.4}"", ""age_75_84"": ""{county:10.8|state:5.2|us:4.7}"", ""age_median"": ""{county:56.6|state:39.7|us:38.2}"", ""race_black"": ""{county:44.1|state:26.4|us:12.6}"", ""age_16_over"": ""{county:90.1|state:80.8|us:80.1}"", ""age_18_over"": ""{county:88.1|state:78.2|us:77.6}"", ""age_21_over"": ""{county:86.5|state:74.1|us:73.5}"", ""age_62_over"": ""{county:40.0|state:21.6|us:19.6}"", ""age_65_over"": ""{county:34.5|state:17.7|us:16.0}"", ""ancestry_subsaharan_african"": ""{county:4.7|state:1.0|us:1.2}""}"
Newberry County	South Carolina	
Oconee County	South Carolina	"{""ancestry_greek"": ""{county:0.8|state:0.3|us:0.4}"", ""ancestry_scottish_irish"": ""{county:2.6|state:2.2|us:0.9}""}"
Orangeburg County	South Carolina	"{""rooms_5"": ""{county:32.6|state:22.7|us:19.3}"", ""race_black"": ""{county:61.6|state:26.4|us:12.6}"", ""units_mobile"": ""{county:32.4|state:15.8|us:6.0}"", ""edu_associate_degree"": ""{county:14.6|state:9.9|us:8.6}""}"
Pickens County	South Carolina	"{""age_15_19"": ""{county:9.2|state:6.5|us:6.5}"", ""age_20_24"": ""{county:11.9|state:6.5|us:6.7}"", ""units_10_19"": ""{county:6.0|state:3.2|us:4.3}"", ""ancestry_scottish_irish"": ""{county:2.6|state:2.2|us:0.9}""}"
Richland County	South Carolina	"{""age_20_24"": ""{county:10.4|state:6.5|us:6.7}"", ""units_5_9"": ""{county:6.8|state:4.2|us:4.6}"", ""in_finance"": ""{county:8.5|state:5.7|us:6.6}"", ""race_black"": ""{county:47.4|state:26.4|us:12.6}"", ""edu_grad_degree"": ""{county:16.2|state:10.8|us:12.7}"", ""edu_bachelor_higher"": ""{county:39.1|state:29.0|us:32.9}"", ""ancestry_subsaharan_african"": ""{county:3.2|state:1.0|us:1.2}""}"
Saluda County	South Carolina	"{""in_wholesale"": ""{county:4.9|state:2.4|us:2.5}"", ""units_mobile"": ""{county:34.1|state:15.8|us:6.0}"", ""built_1990_1999"": ""{county:27.0|state:19.1|us:13.9}"", ""units_boat_rv_van"": ""{county:0.9|state:0.1|us:0.1}""}"
Spartanburg County	South Carolina	"{""built_2014_later"": ""{county:6.8|state:5.9|us:3.5}"", ""ancestry_ukranian"": ""{county:1.2|state:0.2|us:0.3}"", ""ancestry_scottish_irish"": ""{county:2.5|state:2.2|us:0.9}""}"
Sumter County	South Carolina	"{""race_black"": ""{county:46.9|state:26.4|us:12.6}""}"
Union County	South Carolina	"{""in_manufacturing"": ""{county:25.8|state:13.4|us:10.0}"", ""job_prod_transpo"": ""{county:29.1|state:15.7|us:13.1}""}"
Williamsburg County	South Carolina	"{""race_black"": ""{county:64.4|state:26.4|us:12.6}"", ""units_mobile"": ""{county:40.4|state:15.8|us:6.0}"", ""value_50000_less"": ""{county:35.7|state:10.7|us:6.6}"", ""income_10000_less"": ""{county:19.4|state:7.4|us:5.8}""}"
York County	South Carolina	"{""in_finance"": ""{county:8.4|state:5.7|us:6.6}"", ""rent_1000_1499"": ""{county:40.3|state:29.9|us:30.2}"", ""built_2000_2009"": ""{county:27.3|state:18.8|us:13.6}"", ""built_2014_later"": ""{county:9.8|state:5.9|us:3.5}"", ""ancestry_scottish_irish"": ""{county:4.2|state:2.2|us:0.9}""}"
Aurora County	South Dakota	"{""employed"": ""{county:69.9|state:65.2|us:59.6}"", ""age_5_under"": ""{county:7.9|state:6.8|us:6.0}"", ""age_85_over"": ""{county:4.3|state:2.3|us:2.0}"", ""grapi_30_34"": ""{county:16.4|state:8.6|us:9.1}"", ""grapi_15_less"": ""{county:48.5|state:19.8|us:13.4}"", ""ancestry_dutch"": ""{county:12.2|state:4.3|us:1.1}"", ""in_agri_mining"": ""{county:26.0|state:6.4|us:1.7}"", ""ancestry_german"": ""{county:42.5|state:35.7|us:13.0}"", ""built_1939_earlier"": ""{county:44.6|state:17.4|us:12.4}"", ""class_selfemployed"": ""{county:17.0|state:7.9|us:5.9}"", ""income_75000_99999"": ""{county:18.6|state:14.6|us:12.8}"", ""edu_associate_degree"": ""{county:16.3|state:11.6|us:8.6}""}"
Beadle County	South Dakota	"{""age_5_9"": ""{county:9.0|state:7.0|us:6.1}"", ""age_5_under"": ""{county:8.4|state:6.8|us:6.0}""}"
Bennett County	South Dakota	"{""age_5_9"": ""{county:8.8|state:7.0|us:6.1}"", ""age_10_14"": ""{county:10.3|state:6.8|us:6.5}"", ""age_15_19"": ""{county:9.5|state:6.6|us:6.5}"", ""in_retail"": ""{county:15.4|state:11.5|us:11.0}"", ""class_govt"": ""{county:35.4|state:15.5|us:13.9}"", ""age_5_under"": ""{county:9.2|state:6.8|us:6.0}"", ""age_under18"": ""{county:35.6|state:24.5|us:22.4}"", ""race_native"": ""{county:56.1|state:8.5|us:0.8}"", ""built_1940_1949"": ""{county:12.3|state:4.1|us:4.8}"", ""in_public_admin"": ""{county:13.9|state:4.9|us:4.7}""}"
Bon Homme County	South Dakota	"{""age_85_over"": ""{county:4.7|state:2.3|us:2.0}"", ""ancestry_czech"": ""{county:15.9|state:2.1|us:0.4}"", ""ancestry_dutch"": ""{county:8.2|state:4.3|us:1.1}"", ""ancestry_german"": ""{county:39.5|state:35.7|us:13.0}"", ""built_1939_earlier"": ""{county:40.3|state:17.4|us:12.4}"", ""class_selfemployed"": ""{county:15.0|state:7.9|us:5.9}""}"
Brookings County	South Dakota	"{""rooms_2"": ""{county:6.2|state:2.9|us:2.8}"", ""age_15_19"": ""{county:11.6|state:6.6|us:6.5}"", ""age_20_24"": ""{county:17.3|state:6.7|us:6.7}"", ""units_5_9"": ""{county:7.3|state:3.9|us:4.6}"", ""units_10_19"": ""{county:8.0|state:4.4|us:4.3}"", ""ancestry_arab"": ""{county:0.9|state:0.2|us:0.6}"", ""ancestry_dutch"": ""{county:5.2|state:4.3|us:1.1}"", ""ancestry_danish"": ""{county:3.1|state:1.8|us:0.4}"", ""ancestry_german"": ""{county:40.7|state:35.7|us:13.0}"", ""built_2010_2013"": ""{county:6.0|state:4.3|us:2.7}"", ""edu_grad_degree"": ""{county:15.8|state:9.2|us:12.7}"", ""ancestry_norwegian"": ""{county:19.3|state:12.7|us:1.3}"", ""edu_bachelor_degree"": ""{county:26.5|state:20.1|us:20.2}"", ""edu_bachelor_higher"": ""{county:42.2|state:29.3|us:32.9}""}"
Brown County	South Dakota	"{""units_10_19"": ""{county:6.5|state:4.4|us:4.3}"", ""units_20_more"": ""{county:10.0|state:6.5|us:9.4}"", ""ancestry_german"": ""{county:46.9|state:35.7|us:13.0}"", ""ancestry_russian"": ""{county:3.4|state:1.1|us:0.8}"", ""ancestry_norwegian"": ""{county:13.0|state:12.7|us:1.3}""}"
Brule County	South Dakota	"{""employed"": ""{county:70.1|state:65.2|us:59.6}"", ""age_10_14"": ""{county:8.8|state:6.8|us:6.5}"", ""units_5_9"": ""{county:7.8|state:3.9|us:4.6}"", ""class_unpaid"": ""{county:4.2|state:0.3|us:0.2}"", ""grapi_15_less"": ""{county:36.5|state:19.8|us:13.4}"", ""ancestry_czech"": ""{county:7.3|state:2.1|us:0.4}"", ""ancestry_dutch"": ""{county:6.8|state:4.3|us:1.1}"", ""in_information"": ""{county:4.2|state:1.5|us:2.0}"", ""ancestry_danish"": ""{county:3.0|state:1.8|us:0.4}"", ""ancestry_russian"": ""{county:2.1|state:1.1|us:0.8}"", ""class_selfemployed"": ""{county:14.5|state:7.9|us:5.9}""}"
Buffalo County	South Dakota	"{""age_5_9"": ""{county:10.5|state:7.0|us:6.1}"", ""rooms_4"": ""{county:23.4|state:15.8|us:16.1}"", ""edu_9_12"": ""{county:18.5|state:5.0|us:6.6}"", ""age_10_14"": ""{county:8.9|state:6.8|us:6.5}"", ""age_15_19"": ""{county:11.4|state:6.6|us:6.5}"", ""class_govt"": ""{county:44.5|state:15.5|us:13.9}"", ""in_finance"": ""{county:8.0|state:7.3|us:6.6}"", ""unemployed"": ""{county:12.6|state:2.4|us:3.4}"", ""age_5_under"": ""{county:11.1|state:6.8|us:6.0}"", ""age_under18"": ""{county:38.4|state:24.5|us:22.4}"", ""job_service"": ""{county:30.3|state:16.8|us:17.4}"", ""race_native"": ""{county:83.5|state:8.5|us:0.8}"", ""in_arts_food"": ""{county:15.9|state:8.9|us:9.4}"", ""grapi_15_less"": ""{county:38.3|state:19.8|us:13.4}"", ""rent_500_less"": ""{county:56.4|state:18.4|us:8.9}"", ""built_1970_1979"": ""{county:26.8|state:16.3|us:15.0}"", ""occupied_renter"": ""{county:48.7|state:32.0|us:35.6}"", ""value_50000_less"": ""{county:49.1|state:11.2|us:6.6}"", ""income_10000_less"": ""{county:26.1|state:5.3|us:5.8}""}"
Butte County	South Dakota	"{""age_5_9"": ""{county:8.6|state:7.0|us:6.1}"", ""in_finance"": ""{county:9.1|state:7.3|us:6.6}"", ""grapi_25_29"": ""{county:25.5|state:11.5|us:11.6}"", ""ancestry_ukranian"": ""{county:0.7|state:0.2|us:0.3}"", ""income_35000_49999"": ""{county:19.4|state:13.6|us:12.0}""}"
Campbell County	South Dakota	"{""rooms_1"": ""{county:5.0|state:1.8|us:2.3}"", ""age_60_64"": ""{county:12.6|state:6.6|us:6.2}"", ""age_75_84"": ""{county:9.9|state:4.7|us:4.7}"", ""age_median"": ""{county:50.6|state:37.2|us:38.2}"", ""age_62_over"": ""{county:33.4|state:20.7|us:19.6}"", ""grapi_15_19"": ""{county:28.4|state:15.6|us:13.0}"", ""ancestry_dutch"": ""{county:9.8|state:4.3|us:1.1}"", ""in_agri_mining"": ""{county:22.5|state:6.4|us:1.7}"", ""rent_3000_more"": ""{county:18.9|state:0.6|us:2.8}"", ""ancestry_german"": ""{county:64.0|state:35.7|us:13.0}"", ""ancestry_russian"": ""{county:19.1|state:1.1|us:0.8}"", ""value_50000_less"": ""{county:39.9|state:11.2|us:6.6}"", ""ancestry_norwegian"": ""{county:13.8|state:12.7|us:1.3}"", ""built_1939_earlier"": ""{county:37.2|state:17.4|us:12.4}"", ""class_selfemployed"": ""{county:20.0|state:7.9|us:5.9}"", ""edu_bachelor_degree"": ""{county:25.7|state:20.1|us:20.2}"", ""income_100000_149999"": ""{county:20.6|state:15.1|us:15.6}""}"
Charles Mix County	South Dakota	"{""age_5_9"": ""{county:9.1|state:7.0|us:6.1}"", ""age_5_under"": ""{county:8.2|state:6.8|us:6.0}"", ""age_under18"": ""{county:29.6|state:24.5|us:22.4}"", ""race_native"": ""{county:31.2|state:8.5|us:0.8}"", ""grapi_15_less"": ""{county:33.6|state:19.8|us:13.4}"", ""ancestry_czech"": ""{county:9.5|state:2.1|us:0.4}"", ""ancestry_dutch"": ""{county:9.8|state:4.3|us:1.1}"", ""class_selfemployed"": ""{county:16.5|state:7.9|us:5.9}""}"
Clark County	South Dakota	"{""age_10_14"": ""{county:9.0|state:6.8|us:6.5}"", ""age_5_under"": ""{county:9.6|state:6.8|us:6.0}"", ""age_85_over"": ""{county:4.4|state:2.3|us:2.0}"", ""grapi_15_less"": ""{county:39.1|state:19.8|us:13.4}"", ""in_agri_mining"": ""{county:30.1|state:6.4|us:1.7}"", ""ancestry_german"": ""{county:41.3|state:35.7|us:13.0}"", ""job_bus_sci_art"": ""{county:44.9|state:37.3|us:39.5}"", ""ancestry_swedish"": ""{county:5.3|state:3.0|us:1.1}"", ""ancestry_norwegian"": ""{county:22.4|state:12.7|us:1.3}"", ""built_1939_earlier"": ""{county:40.6|state:17.4|us:12.4}"", ""class_selfemployed"": ""{county:23.3|state:7.9|us:5.9}""}"
Clay County	South Dakota	"{""age_15_19"": ""{county:16.6|state:6.6|us:6.5}"", ""age_20_24"": ""{county:18.7|state:6.7|us:6.7}"", ""units_3_4"": ""{county:7.2|state:3.6|us:4.3}"", ""units_5_9"": ""{county:6.7|state:3.9|us:4.6}"", ""class_govt"": ""{county:29.3|state:15.5|us:13.9}"", ""unemployed"": ""{county:5.9|state:2.4|us:3.4}"", ""grapi_20_24"": ""{county:22.4|state:14.2|us:12.9}"", ""units_10_19"": ""{county:10.7|state:4.4|us:4.3}"", ""in_information"": ""{county:3.0|state:1.5|us:2.0}"", ""ancestry_danish"": ""{county:2.9|state:1.8|us:0.4}"", ""edu_grad_degree"": ""{county:22.4|state:9.2|us:12.7}"", ""occupied_renter"": ""{county:46.2|state:32.0|us:35.6}"", ""ancestry_norwegian"": ""{county:12.0|state:12.7|us:1.3}"", ""edu_bachelor_degree"": ""{county:26.5|state:20.1|us:20.2}"", ""edu_bachelor_higher"": ""{county:48.9|state:29.3|us:32.9}"", ""in_education_health"": ""{county:40.0|state:24.0|us:23.3}""}"
Codington County	South Dakota	"{""in_retail"": ""{county:15.5|state:11.5|us:11.0}"", ""ancestry_german"": ""{county:45.5|state:35.7|us:13.0}"", ""ancestry_russian"": ""{county:2.3|state:1.1|us:0.8}"", ""ancestry_norwegian"": ""{county:19.9|state:12.7|us:1.3}"", ""edu_associate_degree"": ""{county:14.7|state:11.6|us:8.6}""}"
Corson County	South Dakota	"{""age_5_9"": ""{county:9.4|state:7.0|us:6.1}"", ""age_10_14"": ""{county:11.2|state:6.8|us:6.5}"", ""class_govt"": ""{county:37.6|state:15.5|us:13.9}"", ""unemployed"": ""{county:14.7|state:2.4|us:3.4}"", ""age_5_under"": ""{county:10.4|state:6.8|us:6.0}"", ""age_under18"": ""{county:36.7|state:24.5|us:22.4}"", ""race_native"": ""{county:69.6|state:8.5|us:0.8}"", ""rent_500_less"": ""{county:53.9|state:18.4|us:8.9}"", ""in_agri_mining"": ""{county:33.4|state:6.4|us:1.7}"", ""job_bus_sci_art"": ""{county:53.6|state:37.3|us:39.5}"", ""occupied_renter"": ""{county:44.4|state:32.0|us:35.6}"", ""value_50000_less"": ""{county:45.2|state:11.2|us:6.6}"", ""income_10000_less"": ""{county:17.0|state:5.3|us:5.8}"", ""class_selfemployed"": ""{county:29.1|state:7.9|us:5.9}""}"
Custer County	South Dakota	"{""age_60_64"": ""{county:12.9|state:6.6|us:6.2}"", ""age_65_74"": ""{county:20.0|state:9.7|us:9.4}"", ""age_75_84"": ""{county:8.8|state:4.7|us:4.7}"", ""age_median"": ""{county:55.9|state:37.2|us:38.2}"", ""age_16_over"": ""{county:87.3|state:78.1|us:80.1}"", ""age_18_over"": ""{county:85.3|state:75.5|us:77.6}"", ""age_21_over"": ""{county:83.0|state:71.4|us:73.5}"", ""age_62_over"": ""{county:38.7|state:20.7|us:19.6}"", ""age_65_over"": ""{county:30.6|state:16.7|us:16.0}"", ""ancestry_dutch"": ""{county:5.2|state:4.3|us:1.1}"", ""rent_1000_1499"": ""{county:44.1|state:18.7|us:30.2}"", ""ancestry_danish"": ""{county:2.8|state:1.8|us:0.4}"", ""built_2010_2013"": ""{county:6.1|state:4.3|us:2.7}"", ""ancestry_swedish"": ""{county:5.2|state:3.0|us:1.1}""}"
Davison County	South Dakota	"{""units_3_4"": ""{county:6.5|state:3.6|us:4.3}"", ""units_5_9"": ""{county:6.0|state:3.9|us:4.6}"", ""units_10_19"": ""{county:5.7|state:4.4|us:4.3}"", ""units_20_more"": ""{county:10.3|state:6.5|us:9.4}"", ""ancestry_dutch"": ""{county:7.5|state:4.3|us:1.1}"", ""in_information"": ""{county:2.8|state:1.5|us:2.0}""}"
Day County	South Dakota	"{""ancestry_german"": ""{county:41.8|state:35.7|us:13.0}"", ""ancestry_polish"": ""{county:13.6|state:1.6|us:2.7}"", ""ancestry_norwegian"": ""{county:26.9|state:12.7|us:1.3}""}"
Deuel County	South Dakota	"{""rooms_8"": ""{county:14.3|state:10.9|us:8.8}"", ""grapi_15_less"": ""{county:38.8|state:19.8|us:13.4}"", ""ancestry_dutch"": ""{county:5.4|state:4.3|us:1.1}"", ""ancestry_german"": ""{county:47.1|state:35.7|us:13.0}"", ""ancestry_norwegian"": ""{county:25.9|state:12.7|us:1.3}"", ""income_50000_74999"": ""{county:25.8|state:19.1|us:17.2}""}"
Dewey County	South Dakota	"{""age_5_9"": ""{county:11.2|state:7.0|us:6.1}"", ""rooms_5"": ""{county:36.6|state:16.3|us:19.3}"", ""edu_9_12"": ""{county:14.7|state:5.0|us:6.6}"", ""age_10_14"": ""{county:9.5|state:6.8|us:6.5}"", ""class_govt"": ""{county:53.7|state:15.5|us:13.9}"", ""unemployed"": ""{county:14.4|state:2.4|us:3.4}"", ""age_5_under"": ""{county:11.2|state:6.8|us:6.0}"", ""age_under18"": ""{county:36.9|state:24.5|us:22.4}"", ""race_native"": ""{county:77.1|state:8.5|us:0.8}"", ""built_1970_1979"": ""{county:25.3|state:16.3|us:15.0}"", ""in_public_admin"": ""{county:14.4|state:4.9|us:4.7}"", ""value_50000_less"": ""{county:37.8|state:11.2|us:6.6}"", ""in_education_health"": ""{county:31.6|state:24.0|us:23.3}""}"
Douglas County	South Dakota	"{""rooms_9"": ""{county:23.5|state:17.3|us:11.8}"", ""in_other"": ""{county:7.3|state:4.5|us:4.8}"", ""age_85_over"": ""{county:4.7|state:2.3|us:2.0}"", ""grapi_30_34"": ""{county:17.8|state:8.6|us:9.1}"", ""grapi_15_less"": ""{county:35.2|state:19.8|us:13.4}"", ""ancestry_dutch"": ""{county:23.7|state:4.3|us:1.1}"", ""in_agri_mining"": ""{county:20.5|state:6.4|us:1.7}"", ""rent_3000_more"": ""{county:7.9|state:0.6|us:2.8}"", ""ancestry_german"": ""{county:45.8|state:35.7|us:13.0}"", ""built_1939_earlier"": ""{county:41.4|state:17.4|us:12.4}"", ""class_selfemployed"": ""{county:19.3|state:7.9|us:5.9}"", ""edu_associate_degree"": ""{county:14.8|state:11.6|us:8.6}""}"
Edmunds County	South Dakota	"{""age_5_9"": ""{county:9.4|state:7.0|us:6.1}"", ""age_55_59"": ""{county:9.7|state:6.7|us:6.7}"", ""in_agri_mining"": ""{county:21.1|state:6.4|us:1.7}"", ""ancestry_german"": ""{county:58.9|state:35.7|us:13.0}"", ""ancestry_russian"": ""{county:9.6|state:1.1|us:0.8}"", ""class_selfemployed"": ""{county:16.8|state:7.9|us:5.9}""}"
Fall River County	South Dakota	"{""rooms_3"": ""{county:15.7|state:8.0|us:9.0}"", ""in_other"": ""{county:8.4|state:4.5|us:4.8}"", ""age_60_64"": ""{county:10.2|state:6.6|us:6.2}"", ""age_65_74"": ""{county:16.9|state:9.7|us:9.4}"", ""age_75_84"": ""{county:9.0|state:4.7|us:4.7}"", ""units_5_9"": ""{county:6.0|state:3.9|us:4.6}"", ""age_median"": ""{county:54.4|state:37.2|us:38.2}"", ""class_govt"": ""{county:28.1|state:15.5|us:13.9}"", ""age_62_over"": ""{county:35.7|state:20.7|us:19.6}"", ""age_65_over"": ""{county:29.1|state:16.7|us:16.0}"", ""job_service"": ""{county:26.0|state:16.8|us:17.4}"", ""grapi_35_more"": ""{county:52.8|state:30.3|us:40.0}"", ""ancestry_irish"": ""{county:16.9|state:10.1|us:9.7}"", ""ancestry_welsh"": ""{county:1.6|state:0.5|us:0.6}"", ""in_information"": ""{county:3.5|state:1.5|us:2.0}"", ""class_selfemployed"": ""{county:16.6|state:7.9|us:5.9}"", ""value_100000_149000"": ""{county:28.8|state:15.3|us:12.3}""}"
