name	state	zscore_1_65
Humboldt County	Iowa	"{""rooms_9"": ""{county:21.4|state:16.0|us:11.8}"", ""in_wholesale"": ""{county:4.9|state:2.8|us:2.5}"", ""grapi_15_less"": ""{county:33.6|state:17.5|us:13.4}"", ""in_information"": ""{county:2.9|state:1.6|us:2.0}"", ""ancestry_danish"": ""{county:4.0|state:1.6|us:0.4}"", ""ancestry_norwegian"": ""{county:15.2|state:4.7|us:1.3}"", ""built_1939_earlier"": ""{county:35.6|state:25.2|us:12.4}"", ""edu_associate_degree"": ""{county:16.5|state:11.8|us:8.6}""}"
Ida County	Iowa	"{""rooms_9"": ""{county:24.3|state:16.0|us:11.8}"", ""ancestry_danish"": ""{county:4.1|state:1.6|us:0.4}"", ""ancestry_german"": ""{county:50.5|state:32.3|us:13.0}"", ""built_1939_earlier"": ""{county:43.3|state:25.2|us:12.4}""}"
Iowa County	Iowa	"{""grapi_15_19"": ""{county:29.8|state:14.5|us:13.0}"", ""ancestry_czech"": ""{county:3.1|state:1.6|us:0.4}"", ""ancestry_welsh"": ""{county:1.6|state:0.6|us:0.6}"", ""ancestry_german"": ""{county:41.7|state:32.3|us:13.0}"", ""value_150000_199999"": ""{county:23.7|state:17.2|us:13.6}""}"
Jackson County	Iowa	"{""grapi_30_34"": ""{county:15.8|state:8.0|us:9.1}"", ""ancestry_german"": ""{county:46.6|state:32.3|us:13.0}""}"
Jasper County	Iowa	"{""ancestry_dutch"": ""{county:13.2|state:3.7|us:1.1}""}"
Jefferson County	Iowa	"{""age_5_9"": ""{county:8.6|state:6.4|us:6.1}"", ""in_finance"": ""{county:10.0|state:7.8|us:6.6}"", ""race_asian"": ""{county:11.2|state:2.5|us:5.6}"", ""ancestry_arab"": ""{county:1.4|state:0.3|us:0.6}"", ""ancestry_greek"": ""{county:1.0|state:0.2|us:0.4}""}"
Johnson County	Iowa	"{""age_20_24"": ""{county:15.4|state:7.2|us:6.7}"", ""units_5_9"": ""{county:7.4|state:3.6|us:4.6}"", ""race_asian"": ""{county:6.2|state:2.5|us:5.6}"", ""units_10_19"": ""{county:11.0|state:3.9|us:4.3}"", ""units_20_more"": ""{county:10.3|state:6.1|us:9.4}"", ""ancestry_czech"": ""{county:3.6|state:1.6|us:0.4}"", ""edu_grad_degree"": ""{county:25.2|state:9.6|us:12.7}"", ""job_bus_sci_art"": ""{county:48.9|state:37.2|us:39.5}"", ""built_2014_later"": ""{county:8.7|state:3.6|us:3.5}"", ""units_1_attached"": ""{county:10.9|state:4.1|us:5.9}"", ""edu_bachelor_degree"": ""{county:29.1|state:19.7|us:20.2}"", ""edu_bachelor_higher"": ""{county:54.3|state:29.3|us:32.9}"", ""in_education_health"": ""{county:41.4|state:24.3|us:23.3}"", ""value_200000_299999"": ""{county:29.7|state:19.3|us:20.0}"", ""ancestry_subsaharan_african"": ""{county:3.5|state:1.0|us:1.2}""}"
Jones County	Iowa	"{""rooms_8"": ""{county:13.9|state:10.5|us:8.8}"", ""ancestry_irish"": ""{county:17.1|state:13.0|us:9.7}"", ""ancestry_swiss"": ""{county:1.8|state:0.5|us:0.3}"", ""ancestry_german"": ""{county:42.4|state:32.3|us:13.0}"", ""ancestry_scottish"": ""{county:4.0|state:1.5|us:1.6}"", ""income_75000_99999"": ""{county:18.4|state:14.3|us:12.8}""}"
Keokuk County	Iowa	"{""ancestry_welsh"": ""{county:3.0|state:0.6|us:0.6}"", ""built_1939_earlier"": ""{county:46.6|state:25.2|us:12.4}""}"
Kossuth County	Iowa	"{""age_85_over"": ""{county:4.6|state:2.5|us:2.0}"", ""rent_3000_more"": ""{county:5.9|state:0.7|us:2.8}"", ""ancestry_german"": ""{county:45.0|state:32.3|us:13.0}"", ""built_1939_earlier"": ""{county:33.0|state:25.2|us:12.4}"", ""edu_associate_degree"": ""{county:15.2|state:11.8|us:8.6}""}"
Lee County	Iowa	"{""ancestry_greek"": ""{county:0.7|state:0.2|us:0.4}"", ""built_1939_earlier"": ""{county:39.4|state:25.2|us:12.4}""}"
Linn County	Iowa	"{""in_finance"": ""{county:8.3|state:7.8|us:6.6}"", ""units_10_19"": ""{county:6.4|state:3.9|us:4.3}"", ""ancestry_czech"": ""{county:5.1|state:1.6|us:0.4}"", ""value_100000_149000"": ""{county:28.1|state:20.4|us:12.3}""}"
Louisa County	Iowa	"{""grapi_15_less"": ""{county:42.5|state:17.5|us:13.4}"", ""ancestry_welsh"": ""{county:1.8|state:0.6|us:0.6}"", ""in_manufacturing"": ""{county:30.2|state:14.7|us:10.0}"", ""job_prod_transpo"": ""{county:27.9|state:17.0|us:13.1}"", ""built_1939_earlier"": ""{county:36.1|state:25.2|us:12.4}""}"
Lucas County	Iowa	"{""in_retail"": ""{county:24.9|state:11.5|us:11.0}"", ""grapi_25_29"": ""{county:23.1|state:11.2|us:11.6}"", ""in_wholesale"": ""{county:6.5|state:2.8|us:2.5}"", ""job_prod_transpo"": ""{county:28.3|state:17.0|us:13.1}"", ""ancestry_ukranian"": ""{county:1.6|state:0.1|us:0.3}"", ""built_1939_earlier"": ""{county:34.2|state:25.2|us:12.4}""}"
Lyon County	Iowa	"{""age_5_9"": ""{county:9.0|state:6.4|us:6.1}"", ""rooms_8"": ""{county:14.4|state:10.5|us:8.8}"", ""rooms_9"": ""{county:26.1|state:16.0|us:11.8}"", ""age_under18"": ""{county:28.2|state:23.1|us:22.4}"", ""rooms_median"": ""{county:6.8|state:5.9|us:5.5}"", ""ancestry_dutch"": ""{county:34.4|state:3.7|us:1.1}"", ""ancestry_swiss"": ""{county:1.7|state:0.5|us:0.3}"", ""ancestry_german"": ""{county:39.5|state:32.3|us:13.0}"", ""income_75000_99999"": ""{county:17.8|state:14.3|us:12.8}"", ""edu_associate_degree"": ""{county:15.1|state:11.8|us:8.6}""}"
Madison County	Iowa	"{""age_5_9"": ""{county:8.2|state:6.4|us:6.1}"", ""employed"": ""{county:71.2|state:64.3|us:59.6}"", ""in_finance"": ""{county:14.1|state:7.8|us:6.6}"", ""ancestry_welsh"": ""{county:1.6|state:0.6|us:0.6}"", ""in_construction"": ""{county:14.3|state:6.5|us:6.7}"", ""value_150000_199999"": ""{county:25.4|state:17.2|us:13.6}""}"
Mahaska County	Iowa	"{""rooms_7"": ""{county:18.0|state:13.3|us:12.1}"", ""units_3_4"": ""{county:6.2|state:3.4|us:4.3}"", ""ancestry_dutch"": ""{county:15.8|state:3.7|us:1.1}"", ""in_manufacturing"": ""{county:26.7|state:14.7|us:10.0}"", ""built_1939_earlier"": ""{county:35.3|state:25.2|us:12.4}""}"
Marion County	Iowa	"{""ancestry_dutch"": ""{county:18.9|state:3.7|us:1.1}"", ""in_manufacturing"": ""{county:24.5|state:14.7|us:10.0}""}"
Marshall County	Iowa	"{""in_manufacturing"": ""{county:24.4|state:14.7|us:10.0}""}"
Mills County	Iowa	"{""rooms_9"": ""{county:22.9|state:16.0|us:11.8}"", ""in_other"": ""{county:8.0|state:4.4|us:4.8}"", ""ancestry_danish"": ""{county:3.1|state:1.6|us:0.4}""}"
Mitchell County	Iowa	"{""rooms_8"": ""{county:16.4|state:10.5|us:8.8}"", ""rooms_9"": ""{county:21.8|state:16.0|us:11.8}"", ""rooms_median"": ""{county:6.8|state:5.9|us:5.5}"", ""ancestry_german"": ""{county:44.3|state:32.3|us:13.0}"", ""ancestry_norwegian"": ""{county:14.2|state:4.7|us:1.3}"", ""built_1939_earlier"": ""{county:37.8|state:25.2|us:12.4}"", ""edu_associate_degree"": ""{county:15.0|state:11.8|us:8.6}""}"
Monona County	Iowa	"{""rooms_8"": ""{county:14.4|state:10.5|us:8.8}"", ""age_85_over"": ""{county:4.4|state:2.5|us:2.0}"", ""rent_2500_2999"": ""{county:4.2|state:0.3|us:2.6}"", ""ancestry_danish"": ""{county:5.5|state:1.6|us:0.4}"", ""built_1939_earlier"": ""{county:41.8|state:25.2|us:12.4}""}"
Monroe County	Iowa	"{""grapi_20_24"": ""{county:21.5|state:14.1|us:12.9}"", ""grapi_30_34"": ""{county:16.5|state:8.0|us:9.1}"", ""class_unpaid"": ""{county:1.7|state:0.2|us:0.2}"", ""ancestry_dutch"": ""{county:6.8|state:3.7|us:1.1}"", ""ancestry_irish"": ""{county:18.9|state:13.0|us:9.7}"", ""income_100000_149999"": ""{county:20.8|state:15.9|us:15.6}""}"
Montgomery County	Iowa	"{""rooms_8"": ""{county:14.2|state:10.5|us:8.8}"", ""ancestry_swedish"": ""{county:10.1|state:2.5|us:1.1}"", ""value_50000_99999"": ""{county:41.4|state:19.6|us:11.0}"", ""built_1939_earlier"": ""{county:43.6|state:25.2|us:12.4}""}"
Muscatine County	Iowa	"{""in_manufacturing"": ""{county:30.8|state:14.7|us:10.0}"", ""job_prod_transpo"": ""{county:27.2|state:17.0|us:13.1}""}"
O'Brien County	Iowa	"{""rooms_9"": ""{county:24.4|state:16.0|us:11.8}"", ""age_85_over"": ""{county:4.9|state:2.5|us:2.0}"", ""ancestry_dutch"": ""{county:23.9|state:3.7|us:1.1}"", ""built_1940_1949"": ""{county:9.8|state:5.0|us:4.8}"", ""income_75000_99999"": ""{county:19.2|state:14.3|us:12.8}""}"
Osceola County	Iowa	"{""grapi_20_24"": ""{county:26.7|state:14.1|us:12.9}"", ""in_wholesale"": ""{county:6.8|state:2.8|us:2.5}"", ""ancestry_dutch"": ""{county:15.8|state:3.7|us:1.1}"", ""ancestry_german"": ""{county:41.6|state:32.3|us:13.0}"", ""built_1950_1959"": ""{county:17.7|state:10.1|us:10.2}"", ""built_1939_earlier"": ""{county:33.7|state:25.2|us:12.4}"", ""income_50000_74999"": ""{county:27.6|state:19.1|us:17.2}"", ""edu_associate_degree"": ""{county:16.6|state:11.8|us:8.6}""}"
Page County	Iowa	"{""in_retail"": ""{county:15.8|state:11.5|us:11.0}"", ""ancestry_swedish"": ""{county:5.7|state:2.5|us:1.1}"", ""built_1939_earlier"": ""{county:37.1|state:25.2|us:12.4}""}"
Palo Alto County	Iowa	"{""rooms_8"": ""{county:16.0|state:10.5|us:8.8}"", ""age_85_over"": ""{county:4.7|state:2.5|us:2.0}"", ""in_wholesale"": ""{county:5.4|state:2.8|us:2.5}"", ""grapi_15_less"": ""{county:33.3|state:17.5|us:13.4}"", ""ancestry_irish"": ""{county:18.4|state:13.0|us:9.7}"", ""ancestry_danish"": ""{county:2.8|state:1.6|us:0.4}"", ""ancestry_german"": ""{county:40.3|state:32.3|us:13.0}""}"
Plymouth County	Iowa	"{""rooms_9"": ""{county:24.3|state:16.0|us:11.8}"", ""grapi_15_19"": ""{county:26.5|state:14.5|us:13.0}"", ""ancestry_dutch"": ""{county:6.1|state:3.7|us:1.1}"", ""ancestry_german"": ""{county:45.0|state:32.3|us:13.0}""}"
Pocahontas County	Iowa	"{""rooms_8"": ""{county:13.9|state:10.5|us:8.8}"", ""age_85_over"": ""{county:4.3|state:2.5|us:2.0}"", ""grapi_30_34"": ""{county:21.6|state:8.0|us:9.1}"", ""in_wholesale"": ""{county:6.0|state:2.8|us:2.5}"", ""ancestry_irish"": ""{county:17.3|state:13.0|us:9.7}"", ""ancestry_german"": ""{county:41.7|state:32.3|us:13.0}"", ""built_1940_1949"": ""{county:11.4|state:5.0|us:4.8}"", ""ancestry_swedish"": ""{county:5.8|state:2.5|us:1.1}"", ""units_1_detached"": ""{county:90.0|state:73.1|us:61.7}"", ""built_1939_earlier"": ""{county:40.1|state:25.2|us:12.4}""}"
Polk County	Iowa	"{""in_finance"": ""{county:15.3|state:7.8|us:6.6}"", ""units_20_more"": ""{county:13.5|state:6.1|us:9.4}"", ""built_2014_later"": ""{county:6.6|state:3.6|us:3.5}"", ""edu_bachelor_degree"": ""{county:26.0|state:19.7|us:20.2}""}"
Pottawattamie County	Iowa	"{""ancestry_danish"": ""{county:4.7|state:1.6|us:0.4}"", ""value_100000_149000"": ""{county:27.5|state:20.4|us:12.3}""}"
Poweshiek County	Iowa	"{""age_15_19"": ""{county:10.1|state:6.7|us:6.5}"", ""grapi_20_24"": ""{county:22.2|state:14.1|us:12.9}"", ""ancestry_dutch"": ""{county:7.9|state:3.7|us:1.1}"", ""ancestry_irish"": ""{county:16.7|state:13.0|us:9.7}""}"
Ringgold County	Iowa	"{""age_85_over"": ""{county:4.3|state:2.5|us:2.0}"", ""grapi_25_29"": ""{county:22.9|state:11.2|us:11.6}"", ""grapi_30_34"": ""{county:17.4|state:8.0|us:9.1}"", ""built_1939_earlier"": ""{county:33.9|state:25.2|us:12.4}"", ""class_selfemployed"": ""{county:17.0|state:6.4|us:5.9}""}"
Sac County	Iowa	"{""ancestry_german"": ""{county:46.2|state:32.3|us:13.0}"", ""units_1_detached"": ""{county:90.1|state:73.1|us:61.7}"", ""built_1939_earlier"": ""{county:40.3|state:25.2|us:12.4}""}"
Scott County	Iowa	
Shelby County	Iowa	"{""age_85_over"": ""{county:4.8|state:2.5|us:2.0}"", ""grapi_30_34"": ""{county:16.3|state:8.0|us:9.1}"", ""ancestry_danish"": ""{county:11.4|state:1.6|us:0.4}"", ""ancestry_german"": ""{county:44.9|state:32.3|us:13.0}"", ""built_1939_earlier"": ""{county:39.0|state:25.2|us:12.4}"", ""edu_associate_degree"": ""{county:15.4|state:11.8|us:8.6}""}"
Sioux County	Iowa	"{""rooms_8"": ""{county:13.7|state:10.5|us:8.8}"", ""rooms_9"": ""{county:27.2|state:16.0|us:11.8}"", ""employed"": ""{county:71.2|state:64.3|us:59.6}"", ""rooms_median"": ""{county:6.8|state:5.9|us:5.5}"", ""ancestry_dutch"": ""{county:45.0|state:3.7|us:1.1}"", ""income_75000_99999"": ""{county:21.5|state:14.3|us:12.8}"", ""edu_associate_degree"": ""{county:14.9|state:11.8|us:8.6}""}"
Story County	Iowa	"{""age_15_19"": ""{county:10.9|state:6.7|us:6.5}"", ""age_20_24"": ""{county:22.3|state:7.2|us:6.7}"", ""units_5_9"": ""{county:6.3|state:3.6|us:4.6}"", ""class_govt"": ""{county:28.7|state:13.5|us:13.9}"", ""race_asian"": ""{county:8.0|state:2.5|us:5.6}"", ""units_10_19"": ""{county:10.9|state:3.9|us:4.3}"", ""units_20_more"": ""{county:14.3|state:6.1|us:9.4}"", ""edu_grad_degree"": ""{county:22.0|state:9.6|us:12.7}"", ""job_bus_sci_art"": ""{county:45.9|state:37.2|us:39.5}"", ""occupied_renter"": ""{county:45.5|state:28.8|us:35.6}"", ""built_2014_later"": ""{county:6.6|state:3.6|us:3.5}"", ""edu_bachelor_degree"": ""{county:30.0|state:19.7|us:20.2}"", ""edu_bachelor_higher"": ""{county:51.9|state:29.3|us:32.9}"", ""in_education_health"": ""{county:35.3|state:24.3|us:23.3}"", ""value_200000_299999"": ""{county:29.6|state:19.3|us:20.0}""}"
Tama County	Iowa	"{""in_wholesale"": ""{county:4.6|state:2.8|us:2.5}"", ""ancestry_czech"": ""{county:9.5|state:1.6|us:0.4}"", ""built_1939_earlier"": ""{county:42.1|state:25.2|us:12.4}""}"
Taylor County	Iowa	"{""grapi_15_19"": ""{county:25.1|state:14.5|us:13.0}"", ""grapi_15_less"": ""{county:35.5|state:17.5|us:13.4}"", ""in_information"": ""{county:2.9|state:1.6|us:2.0}"", ""built_1939_earlier"": ""{county:42.5|state:25.2|us:12.4}"", ""edu_associate_degree"": ""{county:15.1|state:11.8|us:8.6}""}"
Union County	Iowa	"{""units_3_4"": ""{county:6.9|state:3.4|us:4.3}"", ""ancestry_swedish"": ""{county:5.1|state:2.5|us:1.1}"", ""built_1939_earlier"": ""{county:36.3|state:25.2|us:12.4}""}"
Van Buren County	Iowa	"{""ancestry_swiss"": ""{county:1.8|state:0.5|us:0.3}"", ""built_1939_earlier"": ""{county:35.9|state:25.2|us:12.4}""}"
Wapello County	Iowa	"{""in_manufacturing"": ""{county:24.5|state:14.7|us:10.0}"", ""job_prod_transpo"": ""{county:28.4|state:17.0|us:13.1}""}"
Warren County	Iowa	"{""in_finance"": ""{county:14.3|state:7.8|us:6.6}"", ""income_median"": ""{county:80309|state:61836|us:64994}"", ""earnings_female"": ""{county:51525|state:41357|us:44220}"", ""built_2014_later"": ""{county:6.9|state:3.6|us:3.5}"", ""income_75000_99999"": ""{county:17.9|state:14.3|us:12.8}"", ""income_100000_149999"": ""{county:21.1|state:15.9|us:15.6}""}"
Washington County	Iowa	"{""grapi_20_24"": ""{county:27.3|state:14.1|us:12.9}"", ""ancestry_swiss"": ""{county:2.3|state:0.5|us:0.3}"", ""in_construction"": ""{county:11.8|state:6.5|us:6.7}"", ""built_1939_earlier"": ""{county:36.4|state:25.2|us:12.4}""}"
Wayne County	Iowa	"{""grapi_15_19"": ""{county:23.9|state:14.5|us:13.0}"", ""built_1939_earlier"": ""{county:35.2|state:25.2|us:12.4}""}"
Webster County	Iowa	"{""ancestry_swedish"": ""{county:4.8|state:2.5|us:1.1}"", ""built_1939_earlier"": ""{county:32.9|state:25.2|us:12.4}""}"
Winnebago County	Iowa	"{""ancestry_danish"": ""{county:3.0|state:1.6|us:0.4}"", ""built_1970_1979"": ""{county:24.5|state:14.2|us:15.0}"", ""in_manufacturing"": ""{county:25.3|state:14.7|us:10.0}"", ""job_prod_transpo"": ""{county:26.9|state:17.0|us:13.1}"", ""value_50000_99999"": ""{county:43.4|state:19.6|us:11.0}"", ""ancestry_norwegian"": ""{county:32.3|state:4.7|us:1.3}"", ""edu_associate_degree"": ""{county:15.2|state:11.8|us:8.6}""}"
Winneshiek County	Iowa	"{""rooms_8"": ""{county:14.0|state:10.5|us:8.8}"", ""age_15_19"": ""{county:9.3|state:6.7|us:6.5}"", ""age_20_24"": ""{county:10.1|state:7.2|us:6.7}"", ""ancestry_czech"": ""{county:7.3|state:1.6|us:0.4}"", ""ancestry_german"": ""{county:42.5|state:32.3|us:13.0}"", ""ancestry_norwegian"": ""{county:26.7|state:4.7|us:1.3}"", ""built_1939_earlier"": ""{county:37.6|state:25.2|us:12.4}"", ""edu_associate_degree"": ""{county:15.1|state:11.8|us:8.6}""}"
Woodbury County	Iowa	
Worth County	Iowa	"{""rooms_7"": ""{county:20.3|state:13.3|us:12.1}"", ""rooms_median"": ""{county:6.6|state:5.9|us:5.5}"", ""grapi_15_less"": ""{county:39.5|state:17.5|us:13.4}"", ""units_1_detached"": ""{county:90.0|state:73.1|us:61.7}"", ""ancestry_norwegian"": ""{county:28.5|state:4.7|us:1.3}"", ""built_1939_earlier"": ""{county:41.1|state:25.2|us:12.4}"", ""income_75000_99999"": ""{county:17.8|state:14.3|us:12.8}"", ""edu_associate_degree"": ""{county:14.7|state:11.8|us:8.6}""}"
Wright County	Iowa	"{""rooms_7"": ""{county:20.0|state:13.3|us:12.1}"", ""age_85_over"": ""{county:4.4|state:2.5|us:2.0}"", ""value_50000_99999"": ""{county:41.6|state:19.6|us:11.0}"", ""ancestry_norwegian"": ""{county:13.7|state:4.7|us:1.3}"", ""built_1939_earlier"": ""{county:36.9|state:25.2|us:12.4}""}"
Allen County	Kansas	"{""rooms_6"": ""{county:26.2|state:17.1|us:17.8}"", ""value_50000_99999"": ""{county:41.3|state:19.1|us:11.0}""}"
Anderson County	Kansas	"{""class_unpaid"": ""{county:1.1|state:0.2|us:0.2}"", ""units_1_detached"": ""{county:90.3|state:72.7|us:61.7}"", ""ancestry_scottish"": ""{county:3.7|state:1.9|us:1.6}"", ""in_education_health"": ""{county:32.5|state:24.7|us:23.3}""}"
Atchison County	Kansas	"{""age_15_19"": ""{county:9.2|state:6.9|us:6.5}"", ""grapi_20_24"": ""{county:23.9|state:14.1|us:12.9}"", ""built_1939_earlier"": ""{county:37.4|state:16.2|us:12.4}""}"
Barber County	Kansas	"{""age_5_9"": ""{county:9.4|state:6.8|us:6.1}"", ""in_agri_mining"": ""{county:22.1|state:3.1|us:1.7}"", ""built_1950_1959"": ""{county:17.5|state:12.6|us:10.2}"", ""value_50000_less"": ""{county:31.6|state:11.0|us:6.6}"", ""built_1939_earlier"": ""{county:34.8|state:16.2|us:12.4}"", ""class_selfemployed"": ""{county:21.2|state:6.1|us:5.9}""}"
Barton County	Kansas	"{""built_1950_1959"": ""{county:20.0|state:12.6|us:10.2}""}"
Bourbon County	Kansas	"{""age_5_9"": ""{county:8.2|state:6.8|us:6.1}""}"
Brown County	Kansas	"{""built_1939_earlier"": ""{county:36.5|state:16.2|us:12.4}""}"
Butler County	Kansas	
Chase County	Kansas	"{""ancestry_scottish"": ""{county:3.6|state:1.9|us:1.6}"", ""built_1939_earlier"": ""{county:36.9|state:16.2|us:12.4}"", ""edu_college_nodegree"": ""{county:30.3|state:22.8|us:20.3}""}"
Chautauqua County	Kansas	"{""age_60_64"": ""{county:11.1|state:6.3|us:6.2}"", ""grapi_25_29"": ""{county:20.2|state:11.5|us:11.6}"", ""value_50000_less"": ""{county:49.3|state:11.0|us:6.6}"", ""built_1939_earlier"": ""{county:35.4|state:16.2|us:12.4}"", ""income_15000_24999"": ""{county:18.5|state:8.7|us:8.5}"", ""in_education_health"": ""{county:32.5|state:24.7|us:23.3}""}"
Cherokee County	Kansas	"{""grapi_25_29"": ""{county:19.9|state:11.5|us:11.6}""}"
Cheyenne County	Kansas	"{""in_other"": ""{county:8.0|state:4.5|us:4.8}"", ""age_85_over"": ""{county:4.9|state:2.3|us:2.0}"", ""in_wholesale"": ""{county:5.2|state:2.8|us:2.5}"", ""ancestry_swiss"": ""{county:1.6|state:0.4|us:0.3}"", ""in_agri_mining"": ""{county:22.9|state:3.1|us:1.7}"", ""ancestry_german"": ""{county:40.2|state:24.1|us:13.0}"", ""built_1940_1949"": ""{county:12.9|state:5.5|us:4.8}"", ""ancestry_russian"": ""{county:3.4|state:0.6|us:0.8}"", ""value_50000_less"": ""{county:30.2|state:11.0|us:6.6}"", ""built_1939_earlier"": ""{county:36.8|state:16.2|us:12.4}"", ""class_selfemployed"": ""{county:21.0|state:6.1|us:5.9}""}"
Clark County	Kansas	"{""rooms_9"": ""{county:22.7|state:16.6|us:11.8}"", ""age_75_84"": ""{county:10.1|state:4.5|us:4.7}"", ""in_retail"": ""{county:15.9|state:10.5|us:11.0}"", ""age_85_over"": ""{county:4.7|state:2.3|us:2.0}"", ""grapi_15_19"": ""{county:27.3|state:15.1|us:13.0}"", ""in_wholesale"": ""{county:4.7|state:2.8|us:2.5}"", ""grapi_15_less"": ""{county:46.2|state:16.0|us:13.4}"", ""built_1950_1959"": ""{county:21.4|state:12.6|us:10.2}"", ""built_1939_earlier"": ""{county:35.6|state:16.2|us:12.4}"", ""class_selfemployed"": ""{county:15.9|state:6.1|us:5.9}"", ""income_35000_49999"": ""{county:19.4|state:13.5|us:12.0}""}"
Clay County	Kansas	"{""in_other"": ""{county:7.3|state:4.5|us:4.8}"", ""age_85_over"": ""{county:4.7|state:2.3|us:2.0}"", ""grapi_25_29"": ""{county:19.9|state:11.5|us:11.6}"", ""grapi_30_34"": ""{county:23.6|state:9.0|us:9.1}"", ""built_1939_earlier"": ""{county:45.8|state:16.2|us:12.4}""}"
Cloud County	Kansas	"{""ancestry_french"": ""{county:10.9|state:2.3|us:2.3}"", ""built_1939_earlier"": ""{county:48.6|state:16.2|us:12.4}"", ""income_35000_49999"": ""{county:19.8|state:13.5|us:12.0}"", ""edu_associate_degree"": ""{county:14.8|state:8.8|us:8.6}""}"
Coffey County	Kansas	"{""ancestry_welsh"": ""{county:2.3|state:0.8|us:0.6}"", ""in_transportation"": ""{county:15.9|state:5.1|us:5.5}"", ""edu_college_nodegree"": ""{county:28.3|state:22.8|us:20.3}""}"
Comanche County	Kansas	"{""rooms_7"": ""{county:18.4|state:13.5|us:12.1}"", ""age_55_59"": ""{county:10.2|state:6.5|us:6.7}"", ""age_65_74"": ""{county:16.9|state:9.0|us:9.4}"", ""age_median"": ""{county:50.7|state:36.9|us:38.2}"", ""in_finance"": ""{county:8.9|state:6.3|us:6.6}"", ""age_62_over"": ""{county:32.6|state:19.5|us:19.6}"", ""age_65_over"": ""{county:27.9|state:15.8|us:16.0}"", ""age_85_over"": ""{county:5.4|state:2.3|us:2.0}"", ""class_unpaid"": ""{county:1.5|state:0.2|us:0.2}"", ""rent_500_less"": ""{county:44.6|state:11.4|us:8.9}"", ""ancestry_irish"": ""{county:17.7|state:11.3|us:9.7}"", ""in_agri_mining"": ""{county:24.5|state:3.1|us:1.7}"", ""ancestry_slovak"": ""{county:1.2|state:0.0|us:0.2}"", ""ancestry_english"": ""{county:20.3|state:10.2|us:7.7}"", ""units_1_detached"": ""{county:91.9|state:72.7|us:61.7}"", ""value_50000_less"": ""{county:33.4|state:11.0|us:6.6}"", ""value_50000_99999"": ""{county:42.2|state:19.1|us:11.0}"", ""built_1939_earlier"": ""{county:49.9|state:16.2|us:12.4}"", ""income_35000_49999"": ""{county:19.4|state:13.5|us:12.0}"", ""edu_college_nodegree"": ""{county:32.7|state:22.8|us:20.3}""}"
Cowley County	Kansas	
Crawford County	Kansas	"{""rooms_1"": ""{county:6.2|state:2.1|us:2.3}"", ""age_20_24"": ""{county:13.4|state:7.3|us:6.7}"", ""in_education_health"": ""{county:31.6|state:24.7|us:23.3}""}"
Decatur County	Kansas	"{""rooms_7"": ""{county:19.6|state:13.5|us:12.1}"", ""age_60_64"": ""{county:10.6|state:6.3|us:6.2}"", ""age_median"": ""{county:50.6|state:36.9|us:38.2}"", ""age_62_over"": ""{county:32.5|state:19.5|us:19.6}"", ""age_65_over"": ""{county:27.6|state:15.8|us:16.0}"", ""age_85_over"": ""{county:5.8|state:2.3|us:2.0}"", ""in_wholesale"": ""{county:4.6|state:2.8|us:2.5}"", ""ancestry_czech"": ""{county:3.4|state:0.7|us:0.4}"", ""in_agri_mining"": ""{county:20.8|state:3.1|us:1.7}"", ""built_1960_1969"": ""{county:17.1|state:10.2|us:10.5}"", ""ancestry_swedish"": ""{county:8.6|state:2.0|us:1.1}"", ""value_50000_less"": ""{county:32.9|state:11.0|us:6.6}"", ""value_50000_99999"": ""{county:43.1|state:19.1|us:11.0}"", ""built_1939_earlier"": ""{county:37.8|state:16.2|us:12.4}""}"
Dickinson County	Kansas	"{""ancestry_swedish"": ""{county:5.4|state:2.0|us:1.1}"", ""built_1939_earlier"": ""{county:39.0|state:16.2|us:12.4}""}"
Doniphan County	Kansas	"{""age_15_19"": ""{county:11.2|state:6.9|us:6.5}"", ""class_unpaid"": ""{county:1.2|state:0.2|us:0.2}"", ""built_1939_earlier"": ""{county:35.0|state:16.2|us:12.4}"", ""edu_college_nodegree"": ""{county:29.3|state:22.8|us:20.3}""}"
Douglas County	Kansas	"{""age_15_19"": ""{county:9.3|state:6.9|us:6.5}"", ""age_20_24"": ""{county:17.1|state:7.3|us:6.7}"", ""units_3_4"": ""{county:6.6|state:3.6|us:4.3}"", ""units_5_9"": ""{county:6.2|state:3.9|us:4.6}"", ""units_10_19"": ""{county:8.1|state:3.6|us:4.3}"", ""ancestry_arab"": ""{county:0.8|state:0.3|us:0.6}"", ""edu_grad_degree"": ""{county:23.4|state:12.5|us:12.7}"", ""job_bus_sci_art"": ""{county:45.5|state:39.2|us:39.5}"", ""occupied_renter"": ""{county:49.3|state:33.8|us:35.6}"", ""units_1_attached"": ""{county:9.5|state:4.7|us:5.9}"", ""edu_bachelor_degree"": ""{county:27.8|state:21.5|us:20.2}"", ""edu_bachelor_higher"": ""{county:51.2|state:33.9|us:32.9}"", ""value_150000_199999"": ""{county:24.5|state:16.4|us:13.6}""}"
