name	state	zscore_1_65
Brown County	Kansas	"{""built_1939_earlier"": ""{county:36.5|state:16.2|us:12.4}""}"
Brown County	Minnesota	"{""rooms_9"": ""{county:21.6|state:19.8|us:11.8}"", ""rooms_median"": ""{county:6.6|state:6.1|us:5.5}"", ""ancestry_german"": ""{county:59.9|state:31.3|us:13.0}"", ""ancestry_norwegian"": ""{county:14.5|state:13.9|us:1.3}"", ""value_100000_149000"": ""{county:29.2|state:10.9|us:12.3}""}"
Brown County	Illinois	"{""rooms_8"": ""{county:15.4|state:9.3|us:8.8}"", ""edu_9_12"": ""{county:13.6|state:5.7|us:6.6}"", ""age_25_34"": ""{county:16.9|state:13.9|us:13.9}"", ""age_35_44"": ""{county:15.3|state:12.9|us:12.7}"", ""grapi_30_34"": ""{county:18.1|state:8.8|us:9.1}"", ""class_unpaid"": ""{county:1.1|state:0.2|us:0.2}"", ""in_wholesale"": ""{county:22.2|state:2.9|us:2.5}"", ""rent_500_less"": ""{county:51.3|state:10.1|us:8.9}""}"
Brown County	Wisconsin	"{""units_5_9"": ""{county:8.2|state:4.9|us:4.6}"", ""ancestry_polish"": ""{county:9.8|state:8.4|us:2.7}""}"
Brown County	Texas	
Brule County	South Dakota	"{""employed"": ""{county:70.1|state:65.2|us:59.6}"", ""age_10_14"": ""{county:8.8|state:6.8|us:6.5}"", ""units_5_9"": ""{county:7.8|state:3.9|us:4.6}"", ""class_unpaid"": ""{county:4.2|state:0.3|us:0.2}"", ""grapi_15_less"": ""{county:36.5|state:19.8|us:13.4}"", ""ancestry_czech"": ""{county:7.3|state:2.1|us:0.4}"", ""ancestry_dutch"": ""{county:6.8|state:4.3|us:1.1}"", ""in_information"": ""{county:4.2|state:1.5|us:2.0}"", ""ancestry_danish"": ""{county:3.0|state:1.8|us:0.4}"", ""ancestry_russian"": ""{county:2.1|state:1.1|us:0.8}"", ""class_selfemployed"": ""{county:14.5|state:7.9|us:5.9}""}"
Brunswick County	Virginia	"{""edu_9_12"": ""{county:16.6|state:5.8|us:6.6}"", ""in_retail"": ""{county:15.7|state:10.1|us:11.0}"", ""race_black"": ""{county:54.4|state:19.0|us:12.6}"", ""age_16_over"": ""{county:86.0|state:80.5|us:80.1}"", ""age_18_over"": ""{county:84.1|state:78.0|us:77.6}"", ""job_prod_transpo"": ""{county:26.7|state:10.5|us:13.1}"", ""in_transportation"": ""{county:13.4|state:4.5|us:5.5}"", ""ancestry_hungarian"": ""{county:1.2|state:0.3|us:0.4}"", ""ancestry_subsaharan_african"": ""{county:16.7|state:2.3|us:1.2}""}"
Brunswick County	North Carolina	"{""rooms_3"": ""{county:12.2|state:7.2|us:9.0}"", ""age_60_64"": ""{county:9.7|state:6.3|us:6.2}"", ""age_65_74"": ""{county:21.2|state:9.7|us:9.4}"", ""age_median"": ""{county:54.7|state:38.9|us:38.2}"", ""age_16_over"": ""{county:86.6|state:80.4|us:80.1}"", ""age_18_over"": ""{county:84.7|state:77.8|us:77.6}"", ""age_21_over"": ""{county:82.4|state:73.6|us:73.5}"", ""age_62_over"": ""{county:37.8|state:19.9|us:19.6}"", ""age_65_over"": ""{county:31.5|state:16.3|us:16.0}"", ""built_2000_2009"": ""{county:30.5|state:18.8|us:13.6}"", ""built_2010_2013"": ""{county:6.5|state:4.0|us:2.7}"", ""built_2014_later"": ""{county:7.7|state:4.8|us:3.5}"", ""ancestry_scottish_irish"": ""{county:2.7|state:2.3|us:0.9}""}"
Bryan County	Georgia	"{""age_5_9"": ""{county:8.9|state:6.5|us:6.1}"", ""age_35_44"": ""{county:16.1|state:13.2|us:12.7}"", ""age_under18"": ""{county:29.4|state:23.8|us:22.4}"", ""rent_median"": ""{county:1322|state:1042|us:1096}"", ""ancestry_welsh"": ""{county:1.8|state:0.5|us:0.6}"", ""rent_1500_1999"": ""{county:30.8|state:12.8|us:14.9}"", ""rent_2000_2499"": ""{county:10.4|state:2.9|us:6.2}"", ""built_2000_2009"": ""{county:24.6|state:21.0|us:13.6}"", ""built_2010_2013"": ""{county:8.5|state:2.9|us:2.7}"", ""built_2014_later"": ""{county:13.1|state:4.3|us:3.5}"", ""income_150000_199999"": ""{county:10.0|state:6.3|us:7.1}""}"
Bryan County	Oklahoma	"{""in_arts_food"": ""{county:16.2|state:9.6|us:9.4}""}"
Buchanan County	Missouri	
Buchanan County	Iowa	"{""ancestry_german"": ""{county:40.6|state:32.3|us:13.0}"", ""income_75000_99999"": ""{county:18.4|state:14.3|us:12.8}""}"
Buchanan County	Virginia	"{""edu_9_12"": ""{county:17.7|state:5.8|us:6.6}"", ""in_retail"": ""{county:16.5|state:10.1|us:11.0}"", ""units_mobile"": ""{county:32.8|state:4.9|us:6.0}"", ""built_1970_1979"": ""{county:23.5|state:15.4|us:15.0}"", ""value_50000_less"": ""{county:31.5|state:4.2|us:6.6}"", ""ancestry_american"": ""{county:46.6|state:9.4|us:5.9}"", ""income_15000_24999"": ""{county:18.9|state:7.0|us:8.5}""}"
Buckingham County	Virginia	"{""units_mobile"": ""{county:29.1|state:4.9|us:6.0}"", ""built_2010_2013"": ""{county:5.6|state:3.3|us:2.7}"", ""in_construction"": ""{county:13.0|state:6.6|us:6.7}"", ""in_transportation"": ""{county:10.4|state:4.5|us:5.5}""}"
Bucks County	Pennsylvania	"{""rooms_8"": ""{county:14.8|state:11.1|us:8.8}"", ""rooms_9"": ""{county:23.7|state:14.4|us:11.8}"", ""in_finance"": ""{county:7.9|state:6.6|us:6.6}"", ""income_mean"": ""{county:122012|state:87262|us:91547}"", ""rent_median"": ""{county:1252|state:958|us:1096}"", ""rooms_median"": ""{county:6.7|state:6.0|us:5.5}"", ""value_median"": ""{county:340500|state:187500|us:229800}"", ""earnings_male"": ""{county:71026|state:56266|us:54323}"", ""income_median"": ""{county:93181|state:63627|us:64994}"", ""ancestry_irish"": ""{county:23.9|state:15.5|us:9.7}"", ""rent_1000_1499"": ""{county:45.9|state:30.6|us:30.2}"", ""rent_1500_1999"": ""{county:19.4|state:10.1|us:14.9}"", ""ancestry_polish"": ""{county:7.4|state:6.0|us:2.7}"", ""built_1950_1959"": ""{county:17.1|state:13.5|us:10.2}"", ""earnings_female"": ""{county:53659|state:44779|us:44220}"", ""earnings_median"": ""{county:46300|state:36987|us:36280}"", ""edu_grad_degree"": ""{county:17.1|state:12.8|us:12.7}"", ""in_professional"": ""{county:13.1|state:10.6|us:11.7}"", ""job_bus_sci_art"": ""{county:46.2|state:39.9|us:39.5}"", ""ancestry_italian"": ""{county:14.8|state:11.2|us:5.1}"", ""ancestry_russian"": ""{county:2.5|state:1.3|us:0.8}"", ""income_percapita"": ""{county:47266|state:35518|us:35384}"", ""units_1_attached"": ""{county:15.7|state:18.6|us:5.9}"", ""ancestry_ukranian"": ""{county:2.0|state:0.8|us:0.3}"", ""ancestry_hungarian"": ""{county:1.1|state:0.9|us:0.4}"", ""income_200000_more"": ""{county:15.3|state:7.1|us:8.3}"", ""ancestry_lithuanian"": ""{county:0.6|state:0.5|us:0.2}"", ""edu_bachelor_degree"": ""{county:25.1|state:19.5|us:20.2}"", ""edu_bachelor_higher"": ""{county:42.2|state:32.3|us:32.9}"", ""value_300000_499999"": ""{county:40.5|state:17.1|us:20.5}"", ""value_500000_999999"": ""{county:17.7|state:6.3|us:12.3}"", ""income_150000_199999"": ""{county:11.3|state:6.7|us:7.1}""}"
Buena Vista city	Virginia	"{""rooms_8"": ""{county:21.4|state:10.9|us:8.8}"", ""edu_9_12"": ""{county:15.8|state:5.8|us:6.6}"", ""age_15_19"": ""{county:9.2|state:6.5|us:6.5}"", ""age_20_24"": ""{county:10.9|state:6.7|us:6.7}"", ""job_service"": ""{county:34.5|state:16.4|us:17.4}"", ""in_arts_food"": ""{county:23.0|state:8.7|us:9.4}"", ""ancestry_greek"": ""{county:0.7|state:0.4|us:0.4}"", ""rent_2500_2999"": ""{county:6.4|state:3.7|us:2.6}"", ""built_1950_1959"": ""{county:16.4|state:8.6|us:10.2}"", ""ancestry_american"": ""{county:21.3|state:9.4|us:5.9}"", ""income_10000_14999"": ""{county:13.4|state:3.3|us:4.1}"", ""income_25000_34999"": ""{county:15.0|state:7.1|us:8.6}"", ""value_100000_149000"": ""{county:33.5|state:9.1|us:12.3}"", ""ancestry_scottish_irish"": ""{county:4.4|state:1.4|us:0.9}""}"
Buena Vista County	Iowa	"{""edu_9_less"": ""{county:12.5|state:2.9|us:4.9}"", ""race_asian"": ""{county:10.5|state:2.5|us:5.6}"", ""in_manufacturing"": ""{county:30.7|state:14.7|us:10.0}"", ""job_prod_transpo"": ""{county:34.7|state:17.0|us:13.1}"", ""income_35000_49999"": ""{county:19.5|state:13.1|us:12.0}""}"
Buffalo County	Nebraska	"{""employed"": ""{county:69.9|state:66.6|us:59.6}"", ""age_15_19"": ""{county:9.1|state:6.8|us:6.5}"", ""age_20_24"": ""{county:10.0|state:7.1|us:6.7}"", ""ancestry_czech"": ""{county:4.7|state:4.2|us:0.4}"", ""ancestry_swedish"": ""{county:5.8|state:3.7|us:1.1}""}"
Buffalo County	Wisconsin	"{""ancestry_swiss"": ""{county:3.7|state:0.9|us:0.3}"", ""ancestry_german"": ""{county:43.9|state:37.8|us:13.0}"", ""ancestry_polish"": ""{county:12.2|state:8.4|us:2.7}"", ""in_transportation"": ""{county:10.1|state:4.6|us:5.5}"", ""ancestry_norwegian"": ""{county:20.7|state:7.1|us:1.3}"", ""edu_associate_degree"": ""{county:14.5|state:11.0|us:8.6}""}"
Buffalo County	South Dakota	"{""age_5_9"": ""{county:10.5|state:7.0|us:6.1}"", ""rooms_4"": ""{county:23.4|state:15.8|us:16.1}"", ""edu_9_12"": ""{county:18.5|state:5.0|us:6.6}"", ""age_10_14"": ""{county:8.9|state:6.8|us:6.5}"", ""age_15_19"": ""{county:11.4|state:6.6|us:6.5}"", ""class_govt"": ""{county:44.5|state:15.5|us:13.9}"", ""in_finance"": ""{county:8.0|state:7.3|us:6.6}"", ""unemployed"": ""{county:12.6|state:2.4|us:3.4}"", ""age_5_under"": ""{county:11.1|state:6.8|us:6.0}"", ""age_under18"": ""{county:38.4|state:24.5|us:22.4}"", ""job_service"": ""{county:30.3|state:16.8|us:17.4}"", ""race_native"": ""{county:83.5|state:8.5|us:0.8}"", ""in_arts_food"": ""{county:15.9|state:8.9|us:9.4}"", ""grapi_15_less"": ""{county:38.3|state:19.8|us:13.4}"", ""rent_500_less"": ""{county:56.4|state:18.4|us:8.9}"", ""built_1970_1979"": ""{county:26.8|state:16.3|us:15.0}"", ""occupied_renter"": ""{county:48.7|state:32.0|us:35.6}"", ""value_50000_less"": ""{county:49.1|state:11.2|us:6.6}"", ""income_10000_less"": ""{county:26.1|state:5.3|us:5.8}""}"
Bullitt County	Kentucky	"{""in_transportation"": ""{county:12.0|state:6.5|us:5.5}"", ""value_150000_199999"": ""{county:24.5|state:17.4|us:13.6}""}"
Bulloch County	Georgia	"{""age_15_19"": ""{county:12.1|state:7.0|us:6.5}"", ""age_20_24"": ""{county:14.9|state:6.8|us:6.7}"", ""built_2010_2013"": ""{county:5.7|state:2.9|us:2.7}"", ""occupied_renter"": ""{county:45.7|state:36.0|us:35.6}""}"
Bullock County	Alabama	"{""rooms_3"": ""{county:12.8|state:5.6|us:9.0}"", ""edu_9_12"": ""{county:19.1|state:9.1|us:6.6}"", ""age_15_19"": ""{county:9.9|state:6.6|us:6.5}"", ""race_black"": ""{county:68.6|state:26.6|us:12.6}"", ""grapi_20_24"": ""{county:23.0|state:12.2|us:12.9}"", ""units_mobile"": ""{county:41.8|state:13.0|us:6.0}"", ""grapi_35_more"": ""{county:50.7|state:38.8|us:40.0}"", ""rent_500_less"": ""{county:46.2|state:15.8|us:8.9}"", ""built_1990_1999"": ""{county:27.5|state:18.1|us:13.9}"", ""in_manufacturing"": ""{county:39.0|state:14.2|us:10.0}"", ""job_prod_transpo"": ""{county:36.5|state:17.2|us:13.1}"", ""income_10000_less"": ""{county:18.2|state:8.1|us:5.8}""}"
Buncombe County	North Carolina	"{""rooms_1"": ""{county:6.6|state:1.6|us:2.3}"", ""ancestry_greek"": ""{county:0.7|state:0.3|us:0.4}"", ""edu_grad_degree"": ""{county:16.3|state:11.6|us:12.7}"", ""ancestry_english"": ""{county:21.5|state:9.8|us:7.7}"", ""ancestry_scottish"": ""{county:4.0|state:2.2|us:1.6}"", ""edu_bachelor_degree"": ""{county:25.1|state:20.4|us:20.2}"", ""edu_bachelor_higher"": ""{county:41.4|state:32.0|us:32.9}"", ""ancestry_scottish_irish"": ""{county:3.7|state:2.3|us:0.9}""}"
Bureau County	Illinois	"{""ancestry_italian"": ""{county:9.0|state:5.7|us:5.1}"", ""ancestry_swedish"": ""{county:4.8|state:1.9|us:1.1}"", ""built_1939_earlier"": ""{county:34.9|state:21.0|us:12.4}"", ""ancestry_lithuanian"": ""{county:0.7|state:0.6|us:0.2}""}"
Burke County	North Dakota	"{""age_10_14"": ""{county:8.6|state:6.3|us:6.5}"", ""age_60_64"": ""{county:11.1|state:6.1|us:6.2}"", ""income_mean"": ""{county:103004|state:85506|us:91547}"", ""in_wholesale"": ""{county:5.0|state:3.4|us:2.5}"", ""grapi_15_less"": ""{county:46.6|state:20.9|us:13.4}"", ""in_agri_mining"": ""{county:27.4|state:9.2|us:1.7}"", ""ancestry_danish"": ""{county:4.4|state:0.9|us:0.4}"", ""earnings_median"": ""{county:48155|state:38165|us:36280}"", ""in_public_admin"": ""{county:13.5|state:4.7|us:4.7}"", ""ancestry_swedish"": ""{county:9.3|state:3.9|us:1.1}"", ""income_percapita"": ""{county:43862|state:36289|us:35384}"", ""ancestry_norwegian"": ""{county:42.5|state:23.7|us:1.3}"", ""built_1939_earlier"": ""{county:33.6|state:12.5|us:12.4}"", ""income_200000_more"": ""{county:9.9|state:6.0|us:8.3}"", ""edu_associate_degree"": ""{county:14.7|state:14.1|us:8.6}"", ""edu_college_nodegree"": ""{county:29.4|state:22.2|us:20.3}"", ""income_150000_199999"": ""{county:9.9|state:6.3|us:7.1}""}"
Burke County	North Carolina	"{""in_manufacturing"": ""{county:24.3|state:12.1|us:10.0}"", ""ancestry_american"": ""{county:24.3|state:10.4|us:5.9}""}"
Burke County	Georgia	"{""rooms_6"": ""{county:27.5|state:18.6|us:17.8}"", ""age_10_14"": ""{county:9.0|state:7.0|us:6.5}"", ""race_black"": ""{county:47.3|state:31.6|us:12.6}"", ""units_mobile"": ""{county:35.3|state:8.6|us:6.0}"", ""job_prod_transpo"": ""{county:26.6|state:14.7|us:13.1}"", ""in_transportation"": ""{county:17.0|state:6.7|us:5.5}"", ""units_boat_rv_van"": ""{county:0.9|state:0.1|us:0.1}""}"
Burleigh County	North Dakota	"{""rooms_9"": ""{county:22.9|state:17.9|us:11.8}"", ""units_10_19"": ""{county:6.0|state:5.4|us:4.3}"", ""units_20_more"": ""{county:12.2|state:15.0|us:9.4}"", ""ancestry_german"": ""{county:48.1|state:36.9|us:13.0}"", ""built_2010_2013"": ""{county:8.6|state:8.0|us:2.7}"", ""earnings_median"": ""{county:42758|state:38165|us:36280}"", ""ancestry_russian"": ""{county:5.4|state:2.6|us:0.8}"", ""built_2014_later"": ""{county:8.2|state:8.0|us:3.5}"", ""ancestry_ukranian"": ""{county:0.7|state:0.6|us:0.3}"", ""ancestry_norwegian"": ""{county:17.0|state:23.7|us:1.3}"", ""edu_bachelor_degree"": ""{county:26.2|state:22.1|us:20.2}"", ""value_200000_299999"": ""{county:33.4|state:26.5|us:20.0}"", ""value_300000_499999"": ""{county:29.6|state:17.6|us:20.5}"", ""edu_associate_degree"": ""{county:15.8|state:14.1|us:8.6}""}"
Burleson County	Texas	"{""grapi_25_29"": ""{county:25.0|state:11.8|us:11.6}"", ""units_mobile"": ""{county:28.5|state:6.9|us:6.0}"", ""ancestry_czech"": ""{county:6.6|state:0.7|us:0.4}""}"
Burlington County	New Jersey	"{""rooms_8"": ""{county:14.0|state:10.4|us:8.8}"", ""in_finance"": ""{county:8.2|state:8.5|us:6.6}"", ""income_mean"": ""{county:116562|state:117868|us:91547}"", ""rent_median"": ""{county:1388|state:1368|us:1096}"", ""earnings_male"": ""{county:69608|state:69629|us:54323}"", ""income_median"": ""{county:90329|state:85245|us:64994}"", ""ancestry_irish"": ""{county:18.8|state:13.3|us:9.7}"", ""rent_1000_1499"": ""{county:40.8|state:37.8|us:30.2}"", ""rent_1500_1999"": ""{county:24.8|state:23.4|us:14.9}"", ""rent_2000_2499"": ""{county:11.8|state:9.2|us:6.2}"", ""rent_2500_2999"": ""{county:3.2|state:3.9|us:2.6}"", ""ancestry_polish"": ""{county:6.4|state:5.3|us:2.7}"", ""earnings_female"": ""{county:55801|state:54975|us:44220}"", ""earnings_median"": ""{county:48050|state:44780|us:36280}"", ""job_bus_sci_art"": ""{county:45.5|state:44.2|us:39.5}"", ""ancestry_italian"": ""{county:15.7|state:15.0|us:5.1}"", ""income_percapita"": ""{county:44735|state:44153|us:35384}"", ""units_1_attached"": ""{county:15.2|state:9.7|us:5.9}"", ""ancestry_ukranian"": ""{county:0.7|state:0.7|us:0.3}"", ""ancestry_hungarian"": ""{county:1.3|state:1.0|us:0.4}"", ""income_200000_more"": ""{county:13.3|state:14.8|us:8.3}"", ""edu_bachelor_degree"": ""{county:24.9|state:24.8|us:20.2}"", ""value_300000_499999"": ""{county:29.5|state:34.5|us:20.5}"", ""ancestry_west_indian"": ""{county:1.6|state:1.9|us:0.9}"", ""income_150000_199999"": ""{county:11.6|state:10.4|us:7.1}""}"
Burnet County	Texas	"{""grapi_30_34"": ""{county:17.2|state:9.2|us:9.1}"", ""rent_1000_1499"": ""{county:38.5|state:36.5|us:30.2}"", ""built_2000_2009"": ""{county:25.4|state:18.7|us:13.6}"", ""in_construction"": ""{county:16.2|state:8.6|us:6.7}"", ""built_2014_later"": ""{county:6.5|state:7.1|us:3.5}"", ""ancestry_scottish_irish"": ""{county:2.5|state:0.9|us:0.9}""}"
Burnett County	Wisconsin	"{""rooms_3"": ""{county:14.0|state:8.4|us:9.0}"", ""age_60_64"": ""{county:9.8|state:6.7|us:6.2}"", ""age_65_74"": ""{county:17.3|state:9.9|us:9.4}"", ""age_75_84"": ""{county:9.1|state:4.8|us:4.7}"", ""age_median"": ""{county:53.1|state:39.6|us:38.2}"", ""age_62_over"": ""{county:34.7|state:20.8|us:19.6}"", ""age_65_over"": ""{county:28.7|state:16.9|us:16.0}"", ""housing_vacant"": ""{county:53.8|state:12.2|us:11.6}"", ""ancestry_swedish"": ""{county:12.6|state:2.4|us:1.1}"", ""ancestry_norwegian"": ""{county:14.7|state:7.1|us:1.3}""}"
Burt County	Nebraska	"{""rooms_9"": ""{county:22.1|state:18.8|us:11.8}"", ""job_sales"": ""{county:25.5|state:21.2|us:21.3}"", ""grapi_20_24"": ""{county:25.3|state:13.8|us:12.9}"", ""ancestry_danish"": ""{county:6.7|state:2.0|us:0.4}"", ""ancestry_swedish"": ""{county:11.2|state:3.7|us:1.1}"", ""built_1939_earlier"": ""{county:41.1|state:20.1|us:12.4}""}"
Butler County	Kentucky	"{""units_mobile"": ""{county:29.0|state:11.5|us:6.0}"", ""in_construction"": ""{county:12.9|state:6.1|us:6.7}"", ""job_prod_transpo"": ""{county:27.2|state:18.4|us:13.1}"", ""ancestry_american"": ""{county:23.5|state:14.0|us:5.9}""}"
Butler County	Iowa	"{""ancestry_german"": ""{county:50.6|state:32.3|us:13.0}"", ""built_1939_earlier"": ""{county:39.2|state:25.2|us:12.4}"", ""edu_associate_degree"": ""{county:14.8|state:11.8|us:8.6}""}"
Butler County	Ohio	"{""units_10_19"": ""{county:5.9|state:3.8|us:4.3}""}"
Butler County	Missouri	"{""in_retail"": ""{county:17.7|state:11.5|us:11.0}""}"
Butler County	Pennsylvania	"{""earnings_male"": ""{county:65350|state:56266|us:54323}"", ""ancestry_irish"": ""{county:19.7|state:15.5|us:9.7}"", ""ancestry_polish"": ""{county:8.2|state:6.0|us:2.7}"", ""ancestry_slovak"": ""{county:2.7|state:1.4|us:0.2}"", ""ancestry_italian"": ""{county:13.4|state:11.2|us:5.1}"", ""ancestry_ukranian"": ""{county:0.9|state:0.8|us:0.3}"", ""ancestry_hungarian"": ""{county:1.4|state:0.9|us:0.4}"", ""ancestry_scottish_irish"": ""{county:3.0|state:1.1|us:0.9}""}"
Butler County	Alabama	"{""rooms_5"": ""{county:35.9|state:22.2|us:19.3}"", ""race_black"": ""{county:44.6|state:26.6|us:12.6}"", ""edu_highschool"": ""{county:46.5|state:30.3|us:26.7}"", ""in_manufacturing"": ""{county:25.5|state:14.2|us:10.0}""}"
Butler County	Kansas	
Butler County	Nebraska	"{""grapi_15_less"": ""{county:35.5|state:18.0|us:13.4}"", ""ancestry_czech"": ""{county:27.7|state:4.2|us:0.4}"", ""rent_3000_more"": ""{county:4.1|state:0.9|us:2.8}"", ""built_1939_earlier"": ""{county:37.2|state:20.1|us:12.4}""}"
Butte County	South Dakota	"{""age_5_9"": ""{county:8.6|state:7.0|us:6.1}"", ""in_finance"": ""{county:9.1|state:7.3|us:6.6}"", ""grapi_25_29"": ""{county:25.5|state:11.5|us:11.6}"", ""ancestry_ukranian"": ""{county:0.7|state:0.2|us:0.3}"", ""income_35000_49999"": ""{county:19.4|state:13.6|us:12.0}""}"
Butte County	California	"{""age_20_24"": ""{county:10.9|state:6.8|us:6.7}"", ""units_3_4"": ""{county:6.3|state:5.4|us:4.3}"", ""ancestry_portuguese"": ""{county:1.5|state:0.8|us:0.4}"", ""value_300000_499999"": ""{county:34.1|state:26.0|us:20.5}"", ""edu_college_nodegree"": ""{county:28.3|state:20.9|us:20.3}""}"
Butte County	Idaho	"{""age_5_9"": ""{county:9.9|state:7.1|us:6.1}"", ""in_other"": ""{county:14.9|state:4.6|us:4.8}"", ""age_60_64"": ""{county:10.2|state:6.1|us:6.2}"", ""class_govt"": ""{county:27.9|state:14.6|us:13.9}"", ""grapi_30_34"": ""{county:20.4|state:8.4|us:9.1}"", ""ancestry_welsh"": ""{county:3.4|state:1.4|us:0.6}"", ""ancestry_danish"": ""{county:2.7|state:1.9|us:0.4}"", ""built_1940_1949"": ""{county:12.5|state:3.8|us:4.8}"", ""in_professional"": ""{county:13.9|state:9.8|us:11.7}"", ""ancestry_english"": ""{county:22.5|state:17.1|us:7.7}"", ""income_25000_34999"": ""{county:15.5|state:9.7|us:8.6}"", ""edu_college_nodegree"": ""{county:31.1|state:26.1|us:20.3}""}"
Butts County	Georgia	"{""edu_9_12"": ""{county:16.2|state:7.7|us:6.6}"", ""job_sales"": ""{county:26.2|state:22.0|us:21.3}"", ""built_1990_1999"": ""{county:25.7|state:20.6|us:13.9}"", ""built_2000_2009"": ""{county:29.0|state:21.0|us:13.6}"", ""ancestry_american"": ""{county:34.7|state:9.7|us:5.9}"", ""units_boat_rv_van"": ""{county:0.9|state:0.1|us:0.1}"", ""income_35000_49999"": ""{county:19.9|state:12.5|us:12.0}""}"
Cabarrus County	North Carolina	"{""in_finance"": ""{county:9.3|state:6.7|us:6.6}"", ""built_2000_2009"": ""{county:24.7|state:18.8|us:13.6}"", ""built_2014_later"": ""{county:7.8|state:4.8|us:3.5}"", ""ancestry_scottish_irish"": ""{county:2.6|state:2.3|us:0.9}"", ""ancestry_subsaharan_african"": ""{county:3.3|state:1.3|us:1.2}""}"
Cabell County	West Virginia	"{""units_10_19"": ""{county:5.5|state:1.7|us:4.3}"", ""in_education_health"": ""{county:32.5|state:27.9|us:23.3}""}"
Cabo Rojo Municipio		"{""rooms_2"": ""{county:6.0|state:3.2|us:2.8}"", ""rooms_3"": ""{county:18.8|state:9.0|us:9.0}"", ""rooms_4"": ""{county:30.3|state:26.2|us:16.1}"", ""rooms_5"": ""{county:32.9|state:37.4|us:19.3}"", ""in_retail"": ""{county:18.8|state:13.3|us:11.0}"", ""job_sales"": ""{county:30.4|state:25.9|us:21.3}"", ""race_hispanic"": ""{county:99.4|state:98.7|us:18.2}"", ""rent_500_less"": ""{county:61.7|state:52.2|us:8.9}"", ""housing_vacant"": ""{county:44.6|state:22.7|us:11.6}"", ""built_1990_1999"": ""{county:26.6|state:15.3|us:13.9}"", ""income_10000_less"": ""{county:30.9|state:26.4|us:5.8}"", ""income_10000_14999"": ""{county:13.3|state:11.7|us:4.1}"", ""income_15000_24999"": ""{county:19.0|state:18.3|us:8.5}"", ""value_100000_149000"": ""{county:30.1|state:29.1|us:12.3}""}"
Cache County	Utah	"{""age_5_9"": ""{county:8.9|state:8.3|us:6.1}"", ""rooms_9"": ""{county:26.9|state:25.4|us:11.8}"", ""age_15_19"": ""{county:9.5|state:7.9|us:6.5}"", ""age_20_24"": ""{county:14.4|state:8.3|us:6.7}"", ""units_3_4"": ""{county:9.6|state:4.2|us:4.3}"", ""age_5_under"": ""{county:8.4|state:7.9|us:6.0}"", ""age_under18"": ""{county:30.3|state:29.4|us:22.4}"", ""ancestry_swiss"": ""{county:2.5|state:1.1|us:0.3}"", ""ancestry_welsh"": ""{county:2.6|state:1.9|us:0.6}"", ""ancestry_danish"": ""{county:6.5|state:4.6|us:0.4}"", ""ancestry_english"": ""{county:27.5|state:24.1|us:7.7}"", ""ancestry_swedish"": ""{county:4.7|state:3.4|us:1.1}"", ""ancestry_scottish"": ""{county:4.3|state:4.2|us:1.6}"", ""edu_bachelor_degree"": ""{county:25.4|state:23.0|us:20.2}"", ""value_200000_299999"": ""{county:35.9|state:28.0|us:20.0}""}"
Caddo County	Oklahoma	"{""race_mixed"": ""{county:9.3|state:8.7|us:5.2}"", ""race_native"": ""{county:21.5|state:7.7|us:0.8}""}"
Caddo Parish	Louisiana	"{""race_black"": ""{county:49.2|state:32.2|us:12.6}"", ""grapi_35_more"": ""{county:50.6|state:45.2|us:40.0}"", ""built_1960_1969"": ""{county:16.1|state:12.5|us:10.5}"", ""ancestry_subsaharan_african"": ""{county:3.4|state:1.4|us:1.2}""}"
Caguas Municipio		"{""rooms_4"": ""{county:29.1|state:26.2|us:16.1}"", ""rooms_5"": ""{county:32.0|state:37.4|us:19.3}"", ""units_2"": ""{county:7.1|state:3.2|us:3.5}"", ""job_sales"": ""{county:26.2|state:25.9|us:21.3}"", ""unemployed"": ""{county:6.3|state:6.7|us:3.4}"", ""race_hispanic"": ""{county:98.2|state:98.7|us:18.2}"", ""built_1960_1969"": ""{county:21.2|state:17.4|us:10.5}"", ""units_1_attached"": ""{county:12.4|state:11.5|us:5.9}"", ""income_10000_less"": ""{county:22.1|state:26.4|us:5.8}"", ""income_10000_14999"": ""{county:10.3|state:11.7|us:4.1}"", ""value_100000_149000"": ""{county:37.3|state:29.1|us:12.3}""}"
