name	state	zscore_1_65
Mineral County	West Virginia	"{""grapi_25_29"": ""{county:18.8|state:11.1|us:11.6}"", ""edu_highschool"": ""{county:47.3|state:40.0|us:26.7}"", ""income_50000_74999"": ""{county:24.3|state:17.9|us:17.2}""}"
Mineral County	Colorado	"{""rooms_3"": ""{county:18.8|state:9.9|us:9.0}"", ""in_other"": ""{county:11.6|state:4.9|us:4.8}"", ""age_25_34"": ""{county:17.6|state:15.7|us:13.9}"", ""age_55_59"": ""{county:12.8|state:6.5|us:6.7}"", ""age_median"": ""{county:51.0|state:36.9|us:38.2}"", ""age_16_over"": ""{county:86.9|state:80.4|us:80.1}"", ""age_18_over"": ""{county:84.9|state:77.9|us:77.6}"", ""age_21_over"": ""{county:83.9|state:73.9|us:73.5}"", ""grapi_15_19"": ""{county:26.6|state:12.2|us:13.0}"", ""grapi_25_29"": ""{county:25.5|state:12.5|us:11.6}"", ""job_service"": ""{county:28.1|state:16.5|us:17.4}"", ""class_unpaid"": ""{county:1.1|state:0.2|us:0.2}"", ""in_arts_food"": ""{county:23.5|state:10.4|us:9.4}"", ""value_median"": ""{county:329300|state:369900|us:229800}"", ""ancestry_welsh"": ""{county:2.1|state:0.8|us:0.6}"", ""housing_vacant"": ""{county:71.2|state:9.5|us:11.6}"", ""rent_2500_2999"": ""{county:3.2|state:2.9|us:2.6}"", ""built_2000_2009"": ""{county:23.8|state:17.1|us:13.6}"", ""edu_grad_degree"": ""{county:18.1|state:15.6|us:12.7}"", ""in_construction"": ""{county:12.3|state:8.1|us:6.7}"", ""ancestry_scottish"": ""{county:5.4|state:2.5|us:1.6}"", ""class_selfemployed"": ""{county:21.8|state:6.3|us:5.9}"", ""income_35000_49999"": ""{county:26.9|state:11.0|us:12.0}"", ""edu_bachelor_degree"": ""{county:36.0|state:26.0|us:20.2}"", ""edu_bachelor_higher"": ""{county:54.1|state:41.6|us:32.9}"", ""value_300000_499999"": ""{county:41.0|state:38.5|us:20.5}"", ""edu_highschool_higher"": ""{county:98.0|state:92.1|us:88.5}""}"
Mineral County	Nevada	"{""rooms_5"": ""{county:34.3|state:20.5|us:19.3}"", ""age_55_59"": ""{county:9.4|state:6.5|us:6.7}"", ""age_65_74"": ""{county:16.5|state:9.7|us:9.4}"", ""age_75_84"": ""{county:12.1|state:4.5|us:4.7}"", ""age_median"": ""{county:53.3|state:38.2|us:38.2}"", ""class_govt"": ""{county:42.1|state:11.9|us:13.9}"", ""age_16_over"": ""{county:86.0|state:79.8|us:80.1}"", ""age_18_over"": ""{county:84.4|state:77.3|us:77.6}"", ""age_62_over"": ""{county:36.1|state:19.2|us:19.6}"", ""age_65_over"": ""{county:30.0|state:15.8|us:16.0}"", ""race_native"": ""{county:20.4|state:1.2|us:0.8}"", ""rent_500_less"": ""{county:48.3|state:3.7|us:8.9}"", ""built_1960_1969"": ""{county:17.6|state:5.8|us:10.5}"", ""built_1970_1979"": ""{county:25.0|state:12.9|us:15.0}"", ""in_public_admin"": ""{county:19.9|state:4.2|us:4.7}"", ""units_boat_rv_van"": ""{county:0.8|state:0.2|us:0.1}"", ""income_10000_14999"": ""{county:11.8|state:3.5|us:4.1}"", ""income_15000_24999"": ""{county:18.6|state:8.5|us:8.5}"", ""value_150000_199999"": ""{county:27.5|state:10.5|us:13.6}"", ""edu_college_nodegree"": ""{county:32.5|state:25.1|us:20.3}""}"
Miner County	South Dakota	"{""rooms_8"": ""{county:16.1|state:10.9|us:8.8}"", ""age_10_14"": ""{county:8.6|state:6.8|us:6.5}"", ""in_wholesale"": ""{county:4.7|state:2.8|us:2.5}"", ""in_agri_mining"": ""{county:21.2|state:6.4|us:1.7}"", ""rent_2500_2999"": ""{county:5.0|state:0.3|us:2.6}"", ""ancestry_german"": ""{county:39.0|state:35.7|us:13.0}"", ""ancestry_norwegian"": ""{county:15.8|state:12.7|us:1.3}"", ""built_1939_earlier"": ""{county:48.5|state:17.4|us:12.4}"", ""class_selfemployed"": ""{county:22.1|state:7.9|us:5.9}""}"
Mingo County	West Virginia	"{""edu_9_12"": ""{county:14.1|state:8.3|us:6.6}"", ""unemployed"": ""{county:5.8|state:3.5|us:3.4}"", ""units_mobile"": ""{county:32.9|state:14.6|us:6.0}"", ""rent_500_less"": ""{county:45.8|state:20.8|us:8.9}"", ""built_1980_1989"": ""{county:21.5|state:12.2|us:13.4}"", ""job_construction"": ""{county:20.4|state:10.9|us:8.7}"", ""income_10000_less"": ""{county:16.0|state:8.5|us:5.8}"", ""in_education_health"": ""{county:35.0|state:27.9|us:23.3}""}"
Minidoka County	Idaho	"{""age_5_9"": ""{county:9.2|state:7.1|us:6.1}"", ""in_other"": ""{county:8.5|state:4.6|us:4.8}"", ""edu_9_less"": ""{county:12.4|state:3.1|us:4.9}"", ""age_under18"": ""{county:28.7|state:25.3|us:22.4}"", ""in_wholesale"": ""{county:4.7|state:2.7|us:2.5}"", ""ancestry_danish"": ""{county:3.2|state:1.9|us:0.4}"", ""job_construction"": ""{county:21.4|state:12.2|us:8.7}""}"
Minnehaha County	South Dakota	"{""employed"": ""{county:72.4|state:65.2|us:59.6}"", ""age_25_34"": ""{county:15.7|state:13.1|us:13.9}"", ""in_finance"": ""{county:11.2|state:7.3|us:6.6}"", ""units_10_19"": ""{county:6.8|state:4.4|us:4.3}"", ""units_20_more"": ""{county:12.8|state:6.5|us:9.4}"", ""ancestry_dutch"": ""{county:6.4|state:4.3|us:1.1}"", ""built_2014_later"": ""{county:6.4|state:4.7|us:3.5}"", ""ancestry_norwegian"": ""{county:15.3|state:12.7|us:1.3}"", ""ancestry_subsaharan_african"": ""{county:3.5|state:1.0|us:1.2}""}"
Missaukee County	Michigan	"{""rooms_1"": ""{county:4.9|state:1.5|us:2.3}"", ""rooms_3"": ""{county:14.6|state:7.2|us:9.0}"", ""ancestry_dutch"": ""{county:16.3|state:4.3|us:1.1}"", ""income_35000_49999"": ""{county:19.7|state:13.3|us:12.0}""}"
Mississippi County	Missouri	"{""rooms_4"": ""{county:23.5|state:15.1|us:16.1}"", ""units_2"": ""{county:8.5|state:3.3|us:3.5}"", ""edu_9_12"": ""{county:14.1|state:6.5|us:6.6}"", ""in_wholesale"": ""{county:5.0|state:2.7|us:2.5}"", ""built_1940_1949"": ""{county:9.7|state:4.7|us:4.8}"", ""value_50000_99999"": ""{county:41.4|state:16.9|us:11.0}""}"
Mississippi County	Arkansas	"{""rooms_1"": ""{county:5.1|state:2.1|us:2.3}"", ""units_2"": ""{county:13.3|state:3.2|us:3.5}"", ""race_black"": ""{county:35.0|state:15.2|us:12.6}"", ""occupied_renter"": ""{county:42.4|state:34.2|us:35.6}"", ""in_manufacturing"": ""{county:28.9|state:13.4|us:10.0}"", ""job_prod_transpo"": ""{county:27.8|state:17.3|us:13.1}""}"
Missoula County	Montana	"{""rooms_2"": ""{county:6.4|state:3.4|us:2.8}"", ""age_20_24"": ""{county:10.2|state:6.8|us:6.7}"", ""age_25_34"": ""{county:15.9|state:12.9|us:13.9}"", ""units_3_4"": ""{county:7.1|state:4.4|us:4.3}"", ""edu_grad_degree"": ""{county:16.5|state:10.9|us:12.7}"", ""edu_bachelor_degree"": ""{county:27.7|state:22.2|us:20.2}"", ""edu_bachelor_higher"": ""{county:44.2|state:33.1|us:32.9}"", ""value_200000_299999"": ""{county:30.7|state:26.0|us:20.0}"", ""value_300000_499999"": ""{county:37.9|state:24.3|us:20.5}""}"
Mitchell County	Georgia	"{""units_2"": ""{county:7.5|state:2.1|us:3.5}"", ""edu_9_12"": ""{county:15.2|state:7.7|us:6.6}"", ""in_other"": ""{county:10.2|state:4.7|us:4.8}"", ""race_black"": ""{county:46.0|state:31.6|us:12.6}"", ""unemployed"": ""{county:5.7|state:3.5|us:3.4}"", ""in_wholesale"": ""{county:4.6|state:2.8|us:2.5}""}"
Mitchell County	Kansas	"{""age_85_over"": ""{county:4.3|state:2.3|us:2.0}"", ""grapi_15_19"": ""{county:29.2|state:15.1|us:13.0}"", ""value_50000_99999"": ""{county:41.0|state:19.1|us:11.0}"", ""built_1939_earlier"": ""{county:39.1|state:16.2|us:12.4}"", ""income_35000_49999"": ""{county:20.4|state:13.5|us:12.0}""}"
Mitchell County	Iowa	"{""rooms_8"": ""{county:16.4|state:10.5|us:8.8}"", ""rooms_9"": ""{county:21.8|state:16.0|us:11.8}"", ""rooms_median"": ""{county:6.8|state:5.9|us:5.5}"", ""ancestry_german"": ""{county:44.3|state:32.3|us:13.0}"", ""ancestry_norwegian"": ""{county:14.2|state:4.7|us:1.3}"", ""built_1939_earlier"": ""{county:37.8|state:25.2|us:12.4}"", ""edu_associate_degree"": ""{county:15.0|state:11.8|us:8.6}""}"
Mitchell County	North Carolina	"{""ancestry_scottish"": ""{county:5.0|state:2.2|us:1.6}"", ""ancestry_scottish_irish"": ""{county:8.6|state:2.3|us:0.9}""}"
Mitchell County	Texas	"{""rooms_4"": ""{county:38.8|state:16.2|us:16.1}"", ""in_other"": ""{county:7.1|state:5.1|us:4.8}"", ""age_20_24"": ""{county:13.8|state:7.0|us:6.7}"", ""in_retail"": ""{county:15.6|state:11.2|us:11.0}"", ""grapi_20_24"": ""{county:67.8|state:13.6|us:12.9}"", ""class_unpaid"": ""{county:1.1|state:0.2|us:0.2}"", ""housing_vacant"": ""{county:40.7|state:10.9|us:11.6}"", ""built_1940_1949"": ""{county:13.7|state:3.2|us:4.8}"", ""built_1950_1959"": ""{county:19.6|state:7.7|us:10.2}"", ""in_construction"": ""{county:13.7|state:8.6|us:6.7}"", ""value_50000_less"": ""{county:31.3|state:8.3|us:6.6}"", ""income_35000_49999"": ""{county:22.3|state:12.3|us:12.0}"", ""income_75000_99999"": ""{county:20.2|state:12.5|us:12.8}""}"
Mobile County	Alabama	"{""race_black"": ""{county:36.1|state:26.6|us:12.6}""}"
Moca Municipio		"{""rooms_4"": ""{county:24.8|state:26.2|us:16.1}"", ""rooms_5"": ""{county:51.0|state:37.4|us:19.3}"", ""in_retail"": ""{county:15.8|state:13.3|us:11.0}"", ""job_sales"": ""{county:27.4|state:25.9|us:21.3}"", ""unemployed"": ""{county:10.0|state:6.7|us:3.4}"", ""race_hispanic"": ""{county:99.3|state:98.7|us:18.2}"", ""rent_500_less"": ""{county:83.4|state:52.2|us:8.9}"", ""built_1970_1979"": ""{county:26.9|state:22.8|us:15.0}"", ""units_1_attached"": ""{county:19.1|state:11.5|us:5.9}"", ""income_10000_less"": ""{county:32.0|state:26.4|us:5.8}"", ""income_10000_14999"": ""{county:15.0|state:11.7|us:4.1}"", ""income_15000_24999"": ""{county:18.2|state:18.3|us:8.5}""}"
Modoc County	California	"{""in_other"": ""{county:7.5|state:5.1|us:4.8}"", ""age_65_74"": ""{county:16.2|state:8.3|us:9.4}"", ""age_75_84"": ""{county:8.9|state:4.1|us:4.7}"", ""class_govt"": ""{county:32.4|state:13.9|us:13.9}"", ""age_62_over"": ""{county:33.5|state:17.6|us:19.6}"", ""age_65_over"": ""{county:27.4|state:14.3|us:16.0}"", ""in_agri_mining"": ""{county:21.4|state:2.1|us:1.7}"", ""class_selfemployed"": ""{county:14.6|state:7.8|us:5.9}"", ""income_25000_34999"": ""{county:17.3|state:7.1|us:8.6}""}"
Moffat County	Colorado	"{""ancestry_greek"": ""{county:1.5|state:0.3|us:0.4}"", ""ancestry_welsh"": ""{county:2.8|state:0.8|us:0.6}"", ""built_1970_1979"": ""{county:32.0|state:17.8|us:15.0}"", ""job_construction"": ""{county:19.6|state:9.1|us:8.7}"", ""ancestry_scottish"": ""{county:5.0|state:2.5|us:1.6}"", ""ancestry_ukranian"": ""{county:0.8|state:0.2|us:0.3}"", ""income_25000_34999"": ""{county:15.1|state:7.2|us:8.6}""}"
Mohave County	Arizona	"{""age_65_74"": ""{county:17.4|state:10.2|us:9.4}"", ""age_75_84"": ""{county:10.3|state:5.5|us:4.7}"", ""age_median"": ""{county:52.3|state:37.9|us:38.2}"", ""age_62_over"": ""{county:35.7|state:21.1|us:19.6}"", ""age_65_over"": ""{county:30.4|state:17.6|us:16.0}"", ""job_service"": ""{county:26.2|state:18.7|us:17.4}"", ""in_arts_food"": ""{county:17.8|state:10.4|us:9.4}"", ""built_1990_1999"": ""{county:24.0|state:20.0|us:13.9}"", ""built_2000_2009"": ""{county:29.2|state:23.4|us:13.6}"", ""edu_college_nodegree"": ""{county:29.6|state:24.9|us:20.3}""}"
Moniteau County	Missouri	"{""ancestry_swiss"": ""{county:3.5|state:0.4|us:0.3}"", ""income_75000_99999"": ""{county:19.4|state:13.0|us:12.8}""}"
Monmouth County	New Jersey	"{""in_finance"": ""{county:10.2|state:8.5|us:6.6}"", ""income_mean"": ""{county:139828|state:117868|us:91547}"", ""rent_median"": ""{county:1437|state:1368|us:1096}"", ""value_median"": ""{county:435300|state:343500|us:229800}"", ""ancestry_arab"": ""{county:1.4|state:1.2|us:0.6}"", ""earnings_male"": ""{county:86376|state:69629|us:54323}"", ""housing_total"": ""{county:262088|state:3628732|us:138432751}"", ""housing_units"": ""{county:262088|state:3628732|us:138432751}"", ""income_median"": ""{county:103523|state:85245|us:64994}"", ""ancestry_greek"": ""{county:0.9|state:0.7|us:0.4}"", ""ancestry_irish"": ""{county:21.2|state:13.3|us:9.7}"", ""in_information"": ""{county:3.1|state:2.6|us:2.0}"", ""rent_1500_1999"": ""{county:22.8|state:23.4|us:14.9}"", ""rent_2000_2499"": ""{county:14.0|state:9.2|us:6.2}"", ""rent_2500_2999"": ""{county:5.1|state:3.9|us:2.6}"", ""ancestry_polish"": ""{county:6.3|state:5.3|us:2.7}"", ""earnings_female"": ""{county:60562|state:54975|us:44220}"", ""earnings_median"": ""{county:50901|state:44780|us:36280}"", ""edu_grad_degree"": ""{county:18.6|state:15.9|us:12.7}"", ""in_professional"": ""{county:14.3|state:13.7|us:11.7}"", ""job_bus_sci_art"": ""{county:47.8|state:44.2|us:39.5}"", ""ancestry_italian"": ""{county:23.7|state:15.0|us:5.1}"", ""ancestry_russian"": ""{county:2.6|state:1.7|us:0.8}"", ""income_percapita"": ""{county:53886|state:44153|us:35384}"", ""ancestry_ukranian"": ""{county:0.9|state:0.7|us:0.3}"", ""ancestry_hungarian"": ""{county:1.1|state:1.0|us:0.4}"", ""income_200000_more"": ""{county:20.5|state:14.8|us:8.3}"", ""edu_bachelor_degree"": ""{county:28.8|state:24.8|us:20.2}"", ""edu_bachelor_higher"": ""{county:47.3|state:40.7|us:32.9}"", ""value_300000_499999"": ""{county:39.0|state:34.5|us:20.5}"", ""value_500000_999999"": ""{county:32.6|state:20.9|us:12.3}"", ""ancestry_west_indian"": ""{county:1.4|state:1.9|us:0.9}"", ""income_150000_199999"": ""{county:12.5|state:10.4|us:7.1}""}"
Mono County	California	"{""rooms_3"": ""{county:13.4|state:11.8|us:9.0}"", ""rooms_4"": ""{county:30.3|state:19.1|us:16.1}"", ""employed"": ""{county:69.1|state:59.4|us:59.6}"", ""units_3_4"": ""{county:9.1|state:5.4|us:4.3}"", ""units_5_9"": ""{county:12.7|state:5.9|us:4.6}"", ""in_finance"": ""{county:8.8|state:6.0|us:6.6}"", ""grapi_20_24"": ""{county:30.3|state:12.2|us:12.9}"", ""grapi_30_34"": ""{county:20.8|state:9.5|us:9.1}"", ""job_service"": ""{county:25.6|state:18.1|us:17.4}"", ""rent_median"": ""{county:1248|state:1586|us:1096}"", ""units_10_19"": ""{county:7.6|state:5.1|us:4.3}"", ""in_arts_food"": ""{county:34.6|state:10.2|us:9.4}"", ""value_median"": ""{county:385500|state:538500|us:229800}"", ""ancestry_greek"": ""{county:1.1|state:0.3|us:0.4}"", ""ancestry_welsh"": ""{county:2.3|state:0.4|us:0.6}"", ""housing_vacant"": ""{county:63.1|state:7.8|us:11.6}"", ""rent_1000_1499"": ""{county:42.6|state:26.7|us:30.2}"", ""rent_1500_1999"": ""{county:17.6|state:23.8|us:14.9}"", ""rent_2000_2499"": ""{county:7.7|state:14.5|us:6.2}"", ""built_1970_1979"": ""{county:30.7|state:17.5|us:15.0}"", ""built_1980_1989"": ""{county:26.3|state:15.1|us:13.4}"", ""ancestry_swedish"": ""{county:6.3|state:0.9|us:1.1}"", ""units_1_attached"": ""{county:14.5|state:7.1|us:5.9}"", ""ancestry_scottish"": ""{county:3.7|state:1.2|us:1.6}"", ""ancestry_ukranian"": ""{county:2.5|state:0.3|us:0.3}"", ""income_50000_74999"": ""{county:27.4|state:15.3|us:17.2}"", ""income_75000_99999"": ""{county:19.4|state:12.3|us:12.8}"", ""value_300000_499999"": ""{county:29.8|state:26.0|us:20.5}"", ""value_500000_999999"": ""{county:31.3|state:37.0|us:12.3}""}"
Monona County	Iowa	"{""rooms_8"": ""{county:14.4|state:10.5|us:8.8}"", ""age_85_over"": ""{county:4.4|state:2.5|us:2.0}"", ""rent_2500_2999"": ""{county:4.2|state:0.3|us:2.6}"", ""ancestry_danish"": ""{county:5.5|state:1.6|us:0.4}"", ""built_1939_earlier"": ""{county:41.8|state:25.2|us:12.4}""}"
Monongalia County	West Virginia	"{""age_20_24"": ""{county:15.6|state:6.3|us:6.7}"", ""age_25_34"": ""{county:16.7|state:11.9|us:13.9}"", ""units_5_9"": ""{county:7.3|state:2.9|us:4.6}"", ""units_10_19"": ""{county:8.0|state:1.7|us:4.3}"", ""ancestry_arab"": ""{county:1.9|state:0.4|us:0.6}"", ""built_2010_2013"": ""{county:5.6|state:2.3|us:2.7}"", ""edu_grad_degree"": ""{county:22.7|state:8.6|us:12.7}"", ""job_bus_sci_art"": ""{county:47.7|state:34.2|us:39.5}"", ""ancestry_italian"": ""{county:9.2|state:4.3|us:5.1}"", ""built_2014_later"": ""{county:6.5|state:1.8|us:3.5}"", ""ancestry_hungarian"": ""{county:1.0|state:0.5|us:0.4}"", ""edu_bachelor_higher"": ""{county:43.7|state:21.3|us:32.9}"", ""in_education_health"": ""{county:37.6|state:27.9|us:23.3}""}"
Monroe County	Missouri	"{""age_60_64"": ""{county:10.2|state:6.5|us:6.2}"", ""edu_highschool"": ""{county:48.2|state:30.5|us:26.7}""}"
Monroe County	New York	"{""pop2020"": ""{county:743084|state:19514849|us:326569308}"", ""units_2"": ""{county:6.6|state:10.1|us:3.5}"", ""units_3_4"": ""{county:6.5|state:6.9|us:4.3}"", ""units_5_9"": ""{county:6.9|state:5.1|us:4.6}"", ""ancestry_arab"": ""{county:0.8|state:0.9|us:0.6}"", ""housing_total"": ""{county:329105|state:8362971|us:138432751}"", ""housing_units"": ""{county:329105|state:8362971|us:138432751}"", ""edu_grad_degree"": ""{county:17.7|state:16.5|us:12.7}"", ""job_bus_sci_art"": ""{county:45.7|state:42.6|us:39.5}"", ""ancestry_italian"": ""{county:16.7|state:11.9|us:5.1}"", ""ancestry_ukranian"": ""{county:1.2|state:0.7|us:0.3}"", ""edu_bachelor_higher"": ""{county:39.2|state:37.5|us:32.9}"", ""in_education_health"": ""{county:31.6|state:28.3|us:23.3}"", ""value_100000_149000"": ""{county:29.1|state:10.4|us:12.3}""}"
Monroe County	Iowa	"{""grapi_20_24"": ""{county:21.5|state:14.1|us:12.9}"", ""grapi_30_34"": ""{county:16.5|state:8.0|us:9.1}"", ""class_unpaid"": ""{county:1.7|state:0.2|us:0.2}"", ""ancestry_dutch"": ""{county:6.8|state:3.7|us:1.1}"", ""ancestry_irish"": ""{county:18.9|state:13.0|us:9.7}"", ""income_100000_149999"": ""{county:20.8|state:15.9|us:15.6}""}"
Monroe County	Illinois	"{""in_finance"": ""{county:8.7|state:7.3|us:6.6}"", ""income_mean"": ""{county:109540|state:95115|us:91547}"", ""income_median"": ""{county:89648|state:68428|us:64994}"", ""ancestry_greek"": ""{county:1.1|state:0.7|us:0.4}"", ""ancestry_german"": ""{county:43.1|state:17.1|us:13.0}"", ""earnings_female"": ""{county:53815|state:47045|us:44220}"", ""earnings_median"": ""{county:47366|state:38645|us:36280}"", ""job_bus_sci_art"": ""{county:44.8|state:39.8|us:39.5}"", ""income_percapita"": ""{county:43435|state:37306|us:35384}"", ""income_200000_more"": ""{county:10.2|state:8.8|us:8.3}"", ""ancestry_lithuanian"": ""{county:0.5|state:0.6|us:0.2}"", ""value_200000_299999"": ""{county:30.6|state:22.3|us:20.0}"", ""income_100000_149999"": ""{county:22.3|state:16.6|us:15.6}"", ""income_150000_199999"": ""{county:11.2|state:7.8|us:7.1}""}"
Monroe County	Wisconsin	"{""ancestry_german"": ""{county:39.9|state:37.8|us:13.0}"", ""ancestry_norwegian"": ""{county:13.1|state:7.1|us:1.3}"", ""value_150000_199999"": ""{county:23.7|state:19.2|us:13.6}""}"
Monroe County	Arkansas	"{""units_2"": ""{county:7.1|state:3.2|us:3.5}"", ""edu_9_12"": ""{county:13.9|state:8.1|us:6.6}"", ""race_black"": ""{county:42.3|state:15.2|us:12.6}"", ""grapi_30_34"": ""{county:18.8|state:9.0|us:9.1}"", ""rent_500_less"": ""{county:47.5|state:16.1|us:8.9}"", ""built_1960_1969"": ""{county:17.6|state:10.1|us:10.5}"", ""built_1970_1979"": ""{county:25.3|state:18.2|us:15.0}"", ""job_prod_transpo"": ""{county:30.4|state:17.3|us:13.1}"", ""value_50000_less"": ""{county:31.6|state:13.3|us:6.6}""}"
Monroe County	Alabama	"{""rooms_5"": ""{county:34.2|state:22.2|us:19.3}"", ""race_black"": ""{county:42.5|state:26.6|us:12.6}"", ""unemployed"": ""{county:6.2|state:3.2|us:3.4}"", ""built_1980_1989"": ""{county:21.3|state:14.7|us:13.4}"", ""in_manufacturing"": ""{county:25.9|state:14.2|us:10.0}"", ""income_10000_less"": ""{county:17.0|state:8.1|us:5.8}"", ""income_10000_14999"": ""{county:10.3|state:5.6|us:4.1}""}"
Monroe County	Pennsylvania	"{""ancestry_greek"": ""{county:0.8|state:0.5|us:0.4}"", ""rent_1000_1499"": ""{county:41.4|state:30.6|us:30.2}"", ""rent_1500_1999"": ""{county:18.6|state:10.1|us:14.9}"", ""ancestry_polish"": ""{county:6.5|state:6.0|us:2.7}"", ""built_1980_1989"": ""{county:23.1|state:9.6|us:13.4}"", ""ancestry_italian"": ""{county:12.7|state:11.2|us:5.1}"", ""ancestry_hungarian"": ""{county:1.1|state:0.9|us:0.4}"", ""value_150000_199999"": ""{county:24.3|state:17.1|us:13.6}"", ""ancestry_west_indian"": ""{county:2.7|state:0.7|us:0.9}""}"
Monroe County	Kentucky	"{""class_unpaid"": ""{county:1.3|state:0.2|us:0.2}"", ""ancestry_american"": ""{county:29.6|state:14.0|us:5.9}"", ""income_10000_14999"": ""{county:11.0|state:5.5|us:4.1}""}"
Monroe County	West Virginia	"{""grapi_25_29"": ""{county:22.4|state:11.1|us:11.6}"", ""edu_highschool"": ""{county:51.3|state:40.0|us:26.7}"", ""in_construction"": ""{county:14.0|state:6.5|us:6.7}"", ""ancestry_scottish_irish"": ""{county:3.2|state:1.8|us:0.9}""}"
Monroe County	Florida	"{""rooms_2"": ""{county:6.6|state:2.6|us:2.8}"", ""rooms_3"": ""{county:26.9|state:10.0|us:9.0}"", ""rooms_4"": ""{county:23.8|state:20.8|us:16.1}"", ""age_16_over"": ""{county:86.6|state:82.4|us:80.1}"", ""age_18_over"": ""{county:84.7|state:80.1|us:77.6}"", ""age_21_over"": ""{county:82.5|state:76.6|us:73.5}"", ""income_mean"": ""{county:105568|state:83104|us:91547}"", ""rent_median"": ""{county:1714|state:1218|us:1096}"", ""in_arts_food"": ""{county:22.8|state:12.0|us:9.4}"", ""value_median"": ""{county:558100|state:232000|us:229800}"", ""housing_vacant"": ""{county:39.0|state:17.1|us:11.6}"", ""rent_1500_1999"": ""{county:26.5|state:19.6|us:14.9}"", ""rent_2000_2499"": ""{county:16.9|state:6.2|us:6.2}"", ""rent_2500_2999"": ""{county:9.1|state:2.2|us:2.6}"", ""rent_3000_more"": ""{county:8.8|state:1.7|us:2.8}"", ""built_1970_1979"": ""{county:23.6|state:17.4|us:15.0}"", ""built_1980_1989"": ""{county:23.0|state:20.0|us:13.4}"", ""income_percapita"": ""{county:47382|state:32848|us:35384}"", ""value_1000000_more"": ""{county:15.5|state:2.7|us:3.7}"", ""value_500000_999999"": ""{county:40.2|state:8.7|us:12.3}"", ""ancestry_west_indian"": ""{county:3.4|state:4.4|us:0.9}""}"
Monroe County	Tennessee	"{""in_manufacturing"": ""{county:25.3|state:12.9|us:10.0}"", ""units_boat_rv_van"": ""{county:0.7|state:0.1|us:0.1}""}"
Monroe County	Georgia	"{""rooms_8"": ""{county:14.7|state:10.1|us:8.8}"", ""rooms_9"": ""{county:21.5|state:15.3|us:11.8}"", ""rooms_median"": ""{county:6.7|state:5.9|us:5.5}"", ""built_2000_2009"": ""{county:24.6|state:21.0|us:13.6}""}"
Monroe County	Michigan	"{""ancestry_arab"": ""{county:0.9|state:2.0|us:0.6}"", ""ancestry_french"": ""{county:7.7|state:3.7|us:2.3}"", ""ancestry_polish"": ""{county:10.0|state:8.0|us:2.7}"", ""ancestry_hungarian"": ""{county:2.0|state:0.8|us:0.4}""}"
Monroe County	Mississippi	"{""rooms_7"": ""{county:18.0|state:13.9|us:12.1}"", ""in_manufacturing"": ""{county:31.1|state:13.2|us:10.0}"", ""job_prod_transpo"": ""{county:28.2|state:17.9|us:13.1}""}"
Monroe County	Ohio	"{""rooms_6"": ""{county:28.2|state:19.6|us:17.8}"", ""ancestry_swiss"": ""{county:2.8|state:0.6|us:0.3}"", ""edu_highschool"": ""{county:50.5|state:32.8|us:26.7}"", ""in_construction"": ""{county:11.7|state:5.6|us:6.7}"", ""job_construction"": ""{county:21.1|state:7.4|us:8.7}""}"
Monroe County	Indiana	"{""age_15_19"": ""{county:10.9|state:6.9|us:6.5}"", ""age_20_24"": ""{county:18.2|state:7.1|us:6.7}"", ""units_5_9"": ""{county:8.9|state:4.7|us:4.6}"", ""race_asian"": ""{county:6.6|state:2.4|us:5.6}"", ""age_16_over"": ""{county:86.0|state:79.2|us:80.1}"", ""age_18_over"": ""{county:84.3|state:76.5|us:77.6}"", ""units_10_19"": ""{county:8.4|state:3.4|us:4.3}"", ""edu_grad_degree"": ""{county:21.9|state:9.9|us:12.7}"", ""job_bus_sci_art"": ""{county:46.6|state:35.1|us:39.5}"", ""occupied_renter"": ""{county:44.8|state:30.5|us:35.6}"", ""edu_bachelor_higher"": ""{county:45.3|state:27.2|us:32.9}"", ""in_education_health"": ""{county:36.6|state:23.3|us:23.3}""}"
Montague County	Texas	"{""grapi_30_34"": ""{county:16.0|state:9.2|us:9.1}"", ""units_boat_rv_van"": ""{county:0.7|state:0.2|us:0.1}""}"
Montcalm County	Michigan	"{""ancestry_dutch"": ""{county:5.6|state:4.3|us:1.1}"", ""ancestry_danish"": ""{county:3.3|state:0.4|us:0.4}""}"
Monterey County	California	"{""units_5_9"": ""{county:6.3|state:5.9|us:4.6}"", ""edu_9_less"": ""{county:18.4|state:8.9|us:4.9}"", ""income_mean"": ""{county:104485|state:111622|us:91547}"", ""rent_median"": ""{county:1600|state:1586|us:1096}"", ""value_median"": ""{county:559400|state:538500|us:229800}"", ""race_hispanic"": ""{county:59.0|state:39.1|us:18.2}"", ""rent_1500_1999"": ""{county:28.8|state:23.8|us:14.9}"", ""rent_2000_2499"": ""{county:14.7|state:14.5|us:6.2}"", ""rent_2500_2999"": ""{county:5.4|state:7.6|us:2.6}"", ""rent_3000_more"": ""{county:6.8|state:8.2|us:2.8}"", ""occupied_renter"": ""{county:48.2|state:44.7|us:35.6}"", ""job_construction"": ""{county:19.4|state:8.8|us:8.7}"", ""income_200000_more"": ""{county:11.1|state:13.3|us:8.3}"", ""value_1000000_more"": ""{county:15.2|state:16.7|us:3.7}"", ""value_300000_499999"": ""{county:30.6|state:26.0|us:20.5}"", ""value_500000_999999"": ""{county:41.5|state:37.0|us:12.3}""}"
