POPULATION:

name	popestimate2020	popestimate2021	npopchg2020	npopchg2021	births2020	births2021	deaths2020	deaths2021	naturalchg2020	naturalchg2021	internationalmig2020	internationalmig2021	domesticmig2020	domesticmig2021	netmig2020	netmig2021	rbirth2021	rdeath2021	rnaturalchg2021	rinternationalmig2021	rdomesticmig2021	rnetmig2021
Seneca County	33,715	33,688	-99	-27	66	362	100	388	-34	-26	0	9	-63	-17	-63	-8	10.74	11.51	-0.77	0.27	-0.50	-0.24
New York	20,154,933	19,835,913	-46,316	-319,020	53,740	210,640	46,447	192,137	7,293	18,503	553	18,307	-54,072	-352,185	-53,519	-333,878	10.53	9.61	0.93	0.92	-17.61	-16.70
