# POPULATION:

name	popestimate2020	popestimate2021	npopchg2020	npopchg2021	births2020	births2021	deaths2020	deaths2021	naturalchg2020	naturalchg2021	internationalmig2020	internationalmig2021	domesticmig2020	domesticmig2021	netmig2020	netmig2021	rbirth2021	rdeath2021	rnaturalchg2021	rinternationalmig2021	rdomesticmig2021	rnetmig2021
Clarke County	9,726	9,785	-22	59	32	113	34	104	-2	9	0	23	-21	27	-21	50	11.58	10.66	0.92	2.36	2.77	5.13
Iowa	3,188,669	3,193,079	-1,700	4,410	9,233	35,771	9,005	35,538	228	233	108	3,078	-1,994	833	-1,886	3,911	11.21	11.14	0.07	0.96	0.26	1.23
